,business_id,name
80,jqOPL979k-t_Vc049CnAjg,Rosati's Authentic Chicago Pizza
81,nE51k932dNFc-gClgPguVw,Food Fight Inc
82,xMyTUliefguc3bfetGebJg,Pizza Pit
83,jqo3Ljexof9sA8PhSTwEjA,Maharaja Restaurant E Pt Plaza
84,68JsiWNLKs8NDCrBCxIWMA,Esquire Club
85,PhdMPqSdLZi6IV8SdnpUAQ,Olive Garden Italian Restaurant
86,eC4iEcRR3p5NLq9Zf80ZGg,Imperial Garden Chinese Restaurant
87,-4PHmmCt_RmAfaE3sDKW_g,Mr Roberts
88,JJFoeKZXgi2_LeECDMkkoQ,Tip Top Tavern
89,KHOHjA8HOcTlFBCtMQFv8A,Harmony Bar & Grill
90,ykxf0XiJt-d76dBwfO_yew,TGI Friday's
91,HLWtNcf3l-wKb6v9duteMQ,Smoky Jon's #1 BBQ
92,XIZ259hZ6Yww3C0o97MgUQ,Fazoli's
93,Pa_brCvUaiUPPvm3tJQwgw,Dimitri's Gyros
94,j515klfbCAEF3KPiKvHz9g,Pat O'Malley's Jet Room
95,S2x-rEziU3ONR9zO_vpPxA,Panera Bread
96,MONajnUQ5-IRtv8PSPn_yA,Cottage Cafe
97,Jb5SB2OXbRW0e7ErGlMK-Q,Michael's Frozen Custard
98,pHBQ-dQRwN3z7Rq7iSog-A,Pizza Hut
99,brkJrGv2Eaj9NTl9g2RMgA,Rocky Rococo Pan Style Pizza
100,spiYqne1kXzYQxDTZfKt2g,Fat Jacks Barbecue
101,U_m1zmeKhRkqOLxHFBXdEg,La Bamba
102,UyEbMXjDTNGks_k12fGNdg,Poppa Coronofoulos Gyros & Chicago Style Deli
103,Hld3cjWyfPpW5hDcgXfNQA,Angelo's
104,8AGIIxZ-BBHbEGsgmhOOwA,Arby's
105,cRqZ_w9ImfYYIXTHpJMv0Q,Silver Eagle Bar & Grill
106,kOXJrbuB1a1Na6sf_WQnDg,Tully's II Food & Spirits
107,I8Bx7iuHWz6d2TQDfKfjqA,Rossi's
108,ki33_SvM4kPjgA44Re8-zQ,Fraboni's Italian Specialties & Delicatessen
109,LWmlH8MwUnwMWN5Ma8utnQ,Ken's Meat's & Deli
110,cCStad4wX3ADPbz5AHCn9g,KFC
111,xou2z56CFTWYoA99s4DpTg,Taco Bell
112,QfCHvy6v39xPH7CvCASlFg,Buck's Pizza
113,qodyGnpmj1zEfi7nJ534BA,David's Jamaican Cuisine
114,unXHmjewHGeWQwJr74Sy9g,China Inn
115,JD1uVun5FEF_Ih2PnHCbuA,Dairyland Family Restaurant
116,R6TxOULUEMSq1-7P0w6kTA,Wendy's
117,4pZeC9W0EIiBTOJMnwG2vw,Red Robin Gourmet Burgers
118,2aai1pIfThxDTTD_WwXHeA,Taste of China
119,jGU7WGOM2qUHofLKZAFAIg,Noodles & Company
120,FiP9q_YD5vgxu_Sflo5oZw,Culver's
121,FIR1SRvSAMNTO3VvNaJn2g,Toby's Supper Club
122,yrBo3c3OTKVO4H1ttBxadw,Pooley's
123,R825-NTAI2wG2C4mN-dtNA,Uno Pizzeria & Grill
124,r5S_wYdu1vKRW1k-7_yOIA,Milio's Sandwiches
125,Xia0Lo492MDWbCd48scnYA,Subway
126,x5Mv61CnZLohZWxfCVCPTQ,Domino's Pizza
127,2ZnCITVa0abGce4gZ6RhIw,Viad Tower Restaurants
128,EmzaQR5hQlF0WIl24NxAZA,Sky Lounge
129,KPoTixdjoJxSqRSEApSAGg,Wild Thaiger
130,e5kc0CQ4R-PCCDgb274gSg,Canyon Cafe
131,gBcpDl0quCLABsg5OuSFww,Teeter House Tea Room
132,72N6TdH5MdUWE2YhYRbyxw,Burger King
133,neGAQFkBNI8-rpPBLBzNkw,Taco Bell
134,45puCRQ6Vh_IIAy7kkfFDQ,Majerle's Sports Grill
135,nc3IiY5LNdmEwUZCW84yuA,Pizzeria Uno
136,P7wKlbSRsoRrfH3DFOY08A,International House of Pancakes
137,BESmH-lmMm34_EefL8X9fQ,Comedor Guadalajara
138,D09yG6Z3gcsh24Qn7Y4gYA,Chico's Tacos
139,kaIue7GRCmkPzDeHDBTttQ,Phoenix Blue Fin
140,j8nyAaN_w5t6wYv-ni23sg,Coach & Willies
141,5XIvwfbIa-vuFEkkeCQ6kQ,Jackson's On 3rd
142,VsO_rhXi5lgbaGxNwoEZsQ,Fate 905
143,Y293fHh5SZ0_9BZm4M6BCg,Matador Restaurant
144,IceZ4BtTz76eppjNWm-c6A,Paisley Violin
145,QsvRjgQacMMFf8dit7qqDw,New Garden Restaurant
146,LXhL5X3edNRy7epku6UAEw,Paradise Bakery
147,-lOSaCuBRAvX5JBifx-EMw,Mi Amigo's Mexican Grill
148,XI-_Y2XRw03mozGx0Z90Gw,Baja Fresh Mexican Grill
149,qsWxbgQwuomXvMseg23DGg,Hooters
150,DlCtdbceo4YNSI53cCL2lg,The Old Spaghetti Factory
151,kR5i58Pcse1FD9tk-yYLlA,Crave Sandwich Cafe & Catering
152,2I666dqzs1XB6xigIKa9bA,Tom's Tavern & 1929 Grill
153,yExYqENb4F6qH6kJxTOaSQ,Karim's Cobbler Shop & Deli
154,9BH18avE46LlHMvJn67MaA,The Downtown Deli
155,trAvQPp7gps0Btk-2AmLpw,Zoes Kitchen
156,s6zzKc7UvwDRxn-BFlhiTg,Subway
157,4WcxnNv_lzCIG2eb8O5Mlg,The Brickhouse
158,gkv2XvXpFgiq4Bb2XK7YmQ,Hard Rock Cafe
159,If2DUhmWIvlu2JFc_rR-Bw,Papa Christo's
160,xH5axHFadmc7Veutt376TA,McDonald's
161,Vvh2Hd4SsZjEEfKLNKAEWw,Subway
162,sInUSy63Oh455uWs9p9OqQ,Central Cafe
163,x8WoC_7WHzXNmt6J13Nbvw,Jordan's Mexican Food
164,wki-Qlp3OWgH0XtZ-Jz_WQ,Duck & Decanter
165,OoHWabV-ym7_HWlHeXTsVA,Best of Philly
166,oSKT5oZX1NWYaHwOWL5lag,Ichi Ban Japanese Restaurant & Sushi
167,QAe9UHKsxPdXQovBpaznMQ,Schlotzskys Deli
168,q1nDSpmV-FdTBNj6UuZvTg,Honey Bear's BBQ
169,muCl5p-9ut1sY0aKeUeRhw,Cheuvront
170,oCA2OZcd_Jo_ggVmUx3WVw,Alice Cooper'stown
171,eK6KGMKqU_4nB9RdayZD7Q,Tee Pee Tap Room
172,jn3OgTqiQIFymRA9U0PTfQ,Arizona Baseball Club Restaurant
173,1-1VcGTL3GyCqUpXZLFTZA,Friday's Front Row Sports Grill
174,odhXwWaYZvD_icIN6f_DbA,Athenian Express
175,avPNEqlXgyBvTXjb-ujQFA,Pizza Hut
176,ldIxXmxD3Cku0vODGYb9dQ,Subway
177,hWhVP-28LYP3llaMlAJ_JA,Rosita's Place
178,ixTr1qXUFGTzyaZUuCDDvg,Whataburger
179,ZoQAOnEFnyHjSpomtfqesA,That's A Wrap
180,apCfJVnRyaw6oVUBKujpUQ,La Tolteca Mexican Foods
181,ykfTh6HI219NoMsWBxulxw,Gourmet House of Hong Kong
182,McdTNj-TUMOlfkHwQWs4rg,Tacos Mexico
183,tb24fvNJfHhyKEXkKn12Xw,Welcome Diner
184,VXIkI9_EbDbYHeO9IzKjJg,Phoenix Ranch Market III
185,VKxn7zmp8nOYT-ZHFZTjgA,Mariscos Ensenada
186,rbiRLiFTG098z9JaK3Nshw,Guanaquito Restaurant
187,cgNIBHS2mLdbTRiodAT6EQ,Tacos De Juarez
188,SZvYxcvYYVRue9MXcEDjsA,Coco's Family Restaurant
189,5-X03Zc0nN7U5eoe8uFUdw,Coronado Cafe
190,0De3TQ_uSOXwgduKL0va3w,Sonic Drive-In
191,R6aazv8FB-6BeanY3ag8kw,MacAlpine's Soda Fountain
192,Xo9Im4LmIhQrzJcO4R3ZbA,Rito's Market & Mexican Take Out
193,YECRdaM6wN6eaGOYi5g8uA,Stanley's Homemade Polish Sausage
194,NYBx4sdSVrN-I5Q8RfLMPg,San Carlos Bay Seafood Restaurant
195,Cp6JGY5YIRncTV_My9nf9g,Mariscos Playa Hermosa
196,04HakCR6gEeRYNAoKxkppQ,Hacienda Restaurant
197,q2SZa5g85758iW1L9sSL1g,Eliana's Restaurant
198,po5FyERB4lUZNnBIwnhFlg,Sonic Drive-In
199,I2IofjP2sHZUkv7pcoc33A,Burger King
200,_RBUU1y4yJrK0SPAd8z0-w,Indian Delhi Palace
201,WyJuGTwFwoN0k8iX8FsqYw,Jack-In-the Box Drive Thru
202,W41CEzdKJe8wdDB-Rd6KJQ,Breakroom Bar & Grill
203,PEHJjxdw11TGFma9Zhz3ng,Red Devil
204,zU8IfotOLryhaz5okWx6cA,Pete's Fish & Chips
205,h2ewvzx8enIwYhNbtIpcZw,Gateway Cafe
206,xfk9eY8gmwn8qsbyd-W6lQ,Honey Bear's BBQ
207,_gXpjRIjb5fv5f5IVGXvsw,Del Taco
208,11TvD4sCfA8GEqLDANpbSQ,Los Jarritos Restaurant
209,ZAgPh4v-oOb1g6cdlkKI0g,Phoenix House Of Pizza And Subs
210,PsuvqWNmLBU8ABkch2d9vA,COFCO Chinese Culture Center
211,2unQHR9uaRxk3dsW6f3MGA,Lao Ching Hing
212,s87D-mtAuJ8BluKgYYsXGw,El Nopalito
213,yQONzVpX-DEpGSuKMIov6A,Szechwan Palace
214,9tefv6uPxoHhp_OlQQJVXA,Canton Wong
215,IgaruuknYwCr9afeDYQ_yw,Dirty Drummer
216,Um5VnQXli9IwplV2rmgggg,Souper Salad
217,_8Y-XNHmQ76xmxUQIrn0sA,Blimpie America's Sub Shop
218,rAb_wfdKKPPbcIysjYcW4A,Pozoleria Guerrero
219,hzUOqxpcnYYBgLlrgvjQYQ,Applebee's
220,5UBAWhxukaPrc_0DalT-3w,Taco Bell
221,jzPMl-NoB5F2fwoHX3hN8A,Macayo's Mexican Kitchen
222,I4L_MJOZsnux3xCU2bLP8Q,Cranberry Hills Eatery & Catering
223,JN2qXIuDXnV2d8WnSqd28A,Streets of New York
224,KIbFaBrZDX7rrYJInkv5Kg,Del Taco
225,-AAig9FG0s8gYE4f8GfowQ,Pane Bianco
226,SfrBXbRdNB_gqPkIgJyKCg,Bitter Creek Cafe
227,7Jmri1RCl9Ksmpi5EoIOZQ,Duck & Decanter
228,3xEB9FyFXolq1b_Qn_BFtg,George & Dragon Restaurant
229,SkNUbFJiJtbZjY-S_S0u7g,The Good Egg - Uptown
230,VZYMInkjRJVHwXVFqeoMWg,Jack-In-the-Box
231,g4Eit1EeeEGhTVik6AWYsA,Wendy's
232,cIwMq5KNq0ASQzoTP1dE9Q,Boston Market
233,OkXpdUozVS3vjSRtCoSIvw,Fusilli's
234,cjUmPLRT43wN9Z87A9BOpg,Applebee's
235,UWrB5H3G-hhiHMy3iKV2ew,Cheese 'n Stuff
236,-3WVw1TNQbPBzaKCaQQ1AQ,China Chili
237,wTiQXYB9fE9rcSZDsZgbtQ,Sweet Tomatoes
238,L19_1cG2ALVjdBQ456h26A,Yoshi's Restaurant
239,zZmhEpiVpRfFQid87-pcOQ,Dairy Queen
240,WPSM_oTPceoSnwqQWfAsdg,Qdoba Mexican Grill
241,5W0WLaM5gue42MQPpcB0lw,Katz Delicatessen & Sandwich Shop
242,yaTx8l9SrM0qR3Zcdnw5rw,Le Peep Restaurant On Central
243,kUGgkYxXxHDhD6mtpQdUNQ,Domino's Pizza
244,DeAnVirgOxQnI36V1W158A,Juan's Authentic Mexican Food
245,ML1RJdeZ7bbfMrHvJ7m99A,Oregano's Pizza Bistro
246,nrb_PRgJB-ZOVLD07fikJQ,Jack in the Box
247,-S7aL8dVIiXjCdbTZVn8uA,Manhattan Pizzeria and Subshop
248,FltN1Hnw4n7BORXJH1kaeg,Mediterranean House
249,AkOruz5CrCxUmXe1p_WoRg,Cherryblossom Noodle Cafe
250,kIvIqHvvFOc6aCutFYIvNg,Taco Bell
251,3CSaqRNvYg7ZdN2zwxwzVw,Christos Ristorante
252,FW2Z4ll4zSOEDAJX9-wBZA,Great Dane's Restaurant
253,XcwbN5fDlyl8qCttcdDGKA,Rolberto's
254,HrD4U4wvzkmpHranLW7W6g,Jack-In-the-Box
255,VlG9qxAc4d0em2djaU__xw,Jordan's Mexican Food
256,naUFPFYH2CqHtTrV3IAJrQ,Crown China Super Buffet
257,W8WyVVxinyRjzP8gJa7ILg,Tokyo Express
258,PxeX1M8WtyPxX1MuuGIh-g,Scott's Generations Restaurant & Delicatessen
259,auorqdHiATGZHVd-sd79ZQ,Pizza Heaven Bistro
260,MEraJIKYztC7IOzYwMe86g,Raimondo's
261,3ZVG1MSRuvheqZ4gOioQVw,Rack Shack BBQ
262,FKHv7FkblONv9qqBndJUrg,Denny's
263,od49_DFUJY9louGx80My-A,Pancho's Mexican Buffet
264,Ql2cV2A9alEOlFySzEGNVw,Segal's One Stop Kosher Foods
265,t30Ua_mSiClnpBqud84ygw,Imperial Garden Chinese Buffett
266,lHKS896yFkmAuWyFnbNP3A,King Solomon's Pizza
267,rrPRCU1m22v02k60YvJNrg,Domino's Pizza
268,LzpR_jE6VIutJ08s2cdRrw,Coup Des Tartes
269,0K35eGvzVRZEirNo5v_WfA,Ajo Al's Mexican Cafe
270,BT2Vls7h6sWrCKa5gGXbKg,Long Wong's Restaurant
271,UlShIstbG4Yfh0MpTAEciA,Subway
272,t54zAs7IftAVb9SKcCRotw,Bacchanal Ristorante
273,HNusESyB6lEgrf5IUwUr_g,Sub Factory
274,XzR49vhfm5ugcPJ3x_c2KQ,A & J Chicago Style Bar-B-Q
275,18TUn9oiW0k0yB6lheiOvw,TEXAZ Grill
276,ntJAKLAq0cXzzdFgPoo0Iw,Harvey's Wineburger
277,OT0gFIAr_c-d3i-IQ6TZQg,Baja Fresh Mexican Grill
278,c0RSs2KYK5Y-ZlSrNq9LyA,Moto Sushi
279,Tk2dSL0TwQeI_zNJmb442A,Luke's of Chicago's
280,GpK9MeUjEd7rwhejG2ykww,5 & Diner
281,74NT13vpDleoNrkxQdEpsQ,McDonald's
282,KLaxBc83JnxyGf7GP7enYA,Greekfest Restaurant
283,X8dNaEFH7LWDt1ORmkfDTg,Subway
284,KNIw6kwf8LZkrS1lEnaLiw,Einstein Bros Bagels
285,gQjTs4BDNYSu9oJhkEsssw,Lone Star Steakhouse
286,ib-y5nsfn3unE0lLY1vfAw,Arriba Mexican Grill
287,Pfb6VOIiroqDWOebfgWGPQ,Phoenix City Grille
288,HIiVx2mseVWKtx8TKfWC_A,Duck & Decanter
289,jSEcE8AY-mzGq9EOiyrtng,Europa Pastry Cafe
290,SOHp2b8quJEitFeuO58Syw,Fish Market Restaurant
291,LYyGQgL60VKdV-p_9OxmWQ,Flavors of India
292,RoErsFPM0A-1SCqD-FRV_Q,Kyoto Bowl
293,T5HYqRADhAL6VPRAacz74Q,Niccoli's Deli & Pizza
294,AyPmMe8GW6J26NvT_oI88Q,Dairy Queen
295,GGhyhajTNKm5yTxtAoaxIw,Kokopelli Mexican Grill
296,BJLoCsSp2TkHeTv00fJTVQ,Pizza Hut
297,CqhsIZ7TzCfJTrZqg5-gqQ,Armadillo Grill
298,5kRug3bEienrpovtPRVVwg,Rokerij
299,TqHTtjPANCBKGsjGBjDoQQ,NYPD Pizza
300,VpW40mznMS43CqdbelX2wA,Giuseppe's On 28th
301,PAtgWCLCFRQd_fjnihISOg,L'amore
302,JxgoluY8hnC34cys_f80xA,Deemos American Grill
303,WzhHlaEyaHE4KIFfcqC_9g,Filiberto's Mexican Food Restaurant
304,MU3i2uEyUBntebU6pEyMbw,McCormick & Schmicks Seafood Restaurant
305,rJ7HH85lo0wTNr5BiYGQ4Q,Adobe Restaurant-Arizona Biltmore Golf Club
306,bxpzP73A7gauvxFEyd_8xA,Olympic Gyros
307,ET9VpUk1UgjMN5DJRV0yOw,Christopher's Fermier Brasserie & Paola's Wine Bar
308,ut-kla-EA23nJOij_dcL0Q,California Pizza Kitchen
309,bewtZL-VV1oeGUdAhHVz6Q,Omaha Steakhouse
310,-yPdEze6bYRV2Sm1t4XJhg,Fuddruckers
311,fmuj7u1gflmEjW-h0v9bwg,Miracle Mile Delicatessen
312,2r8jGeuYvMkyP2ik_X-Bxw,The Cheesecake Factory
313,MUsqPXthMdHoPEow9M3MfA,La Madeleine French Bakery & Cafe
314,kjZJsF1juY_pTOw_A8Ve6w,Chili's Grill & Bar Catering
315,C37jakxE5TX6ccAfjp2kJA,Nixon's
316,wftoNIA0Q8nX-Da47psBCA,Au Petit Four
317,Ta-fY1c_E8qHBBDQGyxPkg,Bistro 24
318,QdbZyl-LWFS54u93Vjd5SA,The Capital Grille
319,o3TruOSgOwNgx08QosuWTw,Julioberto's
320,Rg3INE2p4zQYvfMvJduEOQ,Cyprus Grill of Phoenix
321,imvNxppzxkLUPH64pQsDQg,Wright's
322,syxUZu1GrJv0LYnV38hMug,Losbetos Mexican Food
323,3m7khDnqH9QOg8gu3Ymumw,Oscar Taylor's
324,Uov4o_7gRqQKQyjVhWOpVA,Sam's Cafe
325,NDKkce5Au-o_OhIt5f2ZBg,Zen 32
326,K9fIADfO_zKFPFm75A1Hxw,Taco Bell
327,UxMnY3Dxafucv5cXHyfBSA,Hong Kong Restaurant
328,24qSrF_XOrvaHDBy-gLIQg,Baby Kay's Cajun Kitchen
329,YSQnaRE4Le6CaonZICFyVQ,Chili's Grill and Bar
330,yLfYR-PvIzAv9DnEH68Rgw,The Bamboo Club
331,U2hhSRVHfBryKPNTgasprA,Blimpie Subs & Salads
332,yPfvOB63thP5t3pGZPJExA,The Wrigley Mansion Club
333,u0zjW7rluJgUeQTnaZnkJQ,Churchs Chicken
334,CkQKNhlm8DOzxbXm_zb3bg,The Vintage Market
335,lgWe8lSmcBk4Pq0kVI9-0A,Kfc
336,rVUEZpHQfWI_3kt0lBwaxQ,Keegan's Grill
337,oEjdNvlluW5_Ng9kewJFBg,Chevys Fresh Mex Restaurant
338,Vu8od1U-h5qqwj3Jf_Hnzg,Souper Salad
339,_BhzcKojv1gjdRINe3Gkig,Morton's The Steakhouse
340,vvA3fbps4F9nGlAEYKk_sA,Avanti
341,4rySWsfL5enT7t4XuVNJuQ,Jerry's Restaurant
342,OypZxwm-jS9QfUwgBmzeyw,Steamers Genuine Seafood
343,NVqLUZ7Vb9B_0RJm_BS64g,Linda's On Osborn
344,C6oCdg9wVaS81Re0WfBJzw,Mr Submarine
345,PuHucejs4LG3hSXnrwi9-g,Sophie's French Bistro
346,3DMvGD8ZmlMQmhwV66hdSA,China Village
347,VWcaFOSFcDwmFquycBzFyQ,Frank's Pizza & Wings
348,69t2S1u7Rf6qM_c14b42xQ,Manuel's Mexican Restaurant
349,iDoigI3605ixHl_qHly3Tg,Ruth's Chris Steak House
350,zMa6YoEekpABg1HZnnTZdg,Hillstone
351,gxuVySgACHDqJlwmelFHLA,56th St Deli & Market
352,cvb__rYMkj4BMhC3p_FB3Q,Olympic Flame
353,VpSiOW1PapVmZyyRBK_GBQ,Vincent's On Camelback
354,Upru5VE0jZ81ZQVVNCK_uA,Sonic Drive-In
355,oc0Wl6ktfMLb5VZ2Uz6M2A,Vincent Market Bistro
356,_ODHYjCmrb3W9hIGJI1uaA,Loving Hut
357,CvJNcUtmNubDF8UmuduNXg,Peter Piper Pizza
358,y-uHaMLLWQydSyWJawLIUw,Ono Hawaiian BBQ
359,nLpV9fo8xml-QHOKyOje2A,Panda Express
360,JobP0ghILdh8S8l-LhHHxQ,Armando's Mexican Food
361,GSsq_y2PfYBzn51gAG_c7Q,Croque Famous Sandwiches
362,9Dj2we91vaYDVhfq6t-Luw,Subway
363,edjCywtqffQ8__vM7POZbw,Rubio's Fresh Mexican Grill
364,hLAWdi804nVfTLF7T0rB1Q,La Salsita
365,K2_Hmmo5crTYWiT_1sWnfQ,Chipotle Mexican Grill
366,ejfy33R1avFm7oygL34uQg,Elie's Deli
367,T-FM14EE1tt-94eONQEaVA,Fazoli's
368,j0Uc-GuOe-x9_N_IK1KPpA,Slice of Sicily
369,fVgrpVyp-nPLTac9YIjTug,T Cook's Restaurant
370,5Js9G0axfWhbYlB9UgXLww,Einstein Bros Bagels
371,N-gqIeVDebI3qgwxf1jMcw,McDonald's
372,2dJ_UPPCpcjo5JeYPnjaYw,Schlotzsky's
373,2gMx4KnXbNtpoCuVCmyo3g,Coco's Restaurant
374,S8R5c7-plWe3NtmijYAJvg,Sacks Art of Sandwicherie
375,R8VwdLyvsp9iybNqRvm94g,La Grande Orange Grocery
376,SDwYQ6eSu1htn8vHWv128g,Postino Arcadia
377,7UTlEVHU5v2xBLdkGghyzQ,Chuy's Mesquite Broiler
378,5WQhLNpG6xZryVCla4gMRA,Fry's Food Store
379,yJr24Yy1K6bt2G9fX3_zPA,Havana Cafe
380,wdEnI9WTLHiqSCH1RdJ40w,Los Armandos
381,qz4ZOcv-840UjfCEYI4qZg,Jt's Bar & Grill
382,FRDZ59oRvUSs4gf-itOCBg,Jack in the Box
383,m9Wqqma30o-hH2fAX7dnug,Desert Jade
384,7SoGPn8dvce7A1aHdBOGLA,Mariscos Acapulco
385,To5CjntVFawXM_hpAhvVdQ,Wally's' American Pub N Grill
386,UxvOXcoCRFRAVhRB0D9imw,Taylor's Cafe
387,sMD2HPNh7m0hgCxHDzGTzQ,Golden Coin
388,TBTaMIaeDw5B79hXDZBtrA,El Pollo Loco
389,MPziC5MO2QQiYVAMM3fdSw,La Fontanella Restaurant
390,iNvY0zAlaD_ye7Z6rHu-Ug,Chicago Hamburger Co
391,wct7rZKyZqZftzmAU-vhWQ,Thai Lahna Restaurant
392,uevPN8zwJpBpnxRur1jUhw,Don Jose Mexican Food
393,lwgBIboXZ4j9uuZthAvTEw,Subs by Jim
394,9Vu9KhK2-kBSM-FXvxXGNg,Pei Wei Asian Diner
395,jHte0SjUldZeDDZ5py0ZhA,Pizza Hut
396,O02yhnk20alGOBw0HcmHGw,Burger King
397,H8QFth3DVsYbkJ2M7bTvmg,Sushi Mishima Restaurant
398,i8X14GDzaYD_TOGeWjmv-A,Arby's
399,BicQSnGZnY_yuGEDkhVfnA,Little Shanghai
400,QplY4p8HHJY0ncbgcpb8WQ,Kyoto Bowl
401,MLVKDbuI2xaOJQ4-NZj2MQ,Marcellino Ristorante
402,hqVbmZNLTdR2y7G7oJu9vg,Tutti Santi by Nina
403,ytcm2DXuJWKPTqCtr6uJ4A,Rainbow Donuts
404,C4_VnxikagdjSbNQiblzYw,Veranda Bistro
