user_id,business_id,stars
5lq4LkrviYgQ4LJNsBYHcA,0jq5ZFLRqAAujEuymdPu4g,5
5lq4LkrviYgQ4LJNsBYHcA,0jqpA198cp0L77dyFQ5RYQ,2
5lq4LkrviYgQ4LJNsBYHcA,0sML_PZTH3aQcXi5bkyLZA,3
5lq4LkrviYgQ4LJNsBYHcA,0xhTt6jw8O5kD7aG5-KmcQ,5
5lq4LkrviYgQ4LJNsBYHcA,117Pv1lakUyYKRoko0zvQQ,4
5lq4LkrviYgQ4LJNsBYHcA,13VZKXF7bBuLsLDh_r3g0w,2
5lq4LkrviYgQ4LJNsBYHcA,1Ap6ZNCvyLLKHP0wvCk9yA,3
5lq4LkrviYgQ4LJNsBYHcA,1M4oczf2lmkdgbrJ3J7OqA,5
5lq4LkrviYgQ4LJNsBYHcA,1NZLxU5WvB5roPFzneAlLw,4
5lq4LkrviYgQ4LJNsBYHcA,1OigyqVxIfE6AGKNGWZjnw,2
5lq4LkrviYgQ4LJNsBYHcA,1V-pyoh29KWxVVH-vEbseA,2
5lq4LkrviYgQ4LJNsBYHcA,1_wBj6Uuk9-Q03GdBiIbTA,3
5lq4LkrviYgQ4LJNsBYHcA,1vl4-5il_LGtDRxUCy9ldw,5
5lq4LkrviYgQ4LJNsBYHcA,1yx2zLskVTe5WQdYjL2Apw,4
5lq4LkrviYgQ4LJNsBYHcA,21ZKuOC0o8vZglDeR41QLQ,3
5lq4LkrviYgQ4LJNsBYHcA,259TmptwDUjXWgPlKf52Tw,4
5lq4LkrviYgQ4LJNsBYHcA,25fxw_jOqZtJwl18cCarIA,3
5lq4LkrviYgQ4LJNsBYHcA,2GfE4Ur-ddm3q_WNbtqgow,4
5lq4LkrviYgQ4LJNsBYHcA,2IL3_EiqEJggwvTYx7cofw,4
5lq4LkrviYgQ4LJNsBYHcA,2_i7tQoykfXrG1zB6iHSlA,4
5lq4LkrviYgQ4LJNsBYHcA,2f7TvlG5zcuMCHcQjxqS6A,5
5lq4LkrviYgQ4LJNsBYHcA,2lt03ZLGvgPApOKS7eKGOQ,3
5lq4LkrviYgQ4LJNsBYHcA,2pUJ5kwZRZNHDrrHTBrWMw,4
5lq4LkrviYgQ4LJNsBYHcA,34uJtlPnKicSaX1V8_tu1A,5
5lq4LkrviYgQ4LJNsBYHcA,35uDzLpJlbSztgkJLtg1kw,2
5lq4LkrviYgQ4LJNsBYHcA,3HZ_C_K5-I9-H4ZpqFt1GA,5
5lq4LkrviYgQ4LJNsBYHcA,3eD46byrm9HE01MCTdrA2A,5
5lq4LkrviYgQ4LJNsBYHcA,3oZcTGb_oDHGwZFiP-7kxQ,4
5lq4LkrviYgQ4LJNsBYHcA,3yNs4HBBk7kIDFBa3G9BrA,4
5lq4LkrviYgQ4LJNsBYHcA,40w2k4nlcmUEBbXyQp5frQ,4
5lq4LkrviYgQ4LJNsBYHcA,4EhFsjWBSaSp_5TkkLp7LA,5
5lq4LkrviYgQ4LJNsBYHcA,4IIalqwoIwN7tUkrp7iTrA,5
5lq4LkrviYgQ4LJNsBYHcA,4UVhuOLaMm2-34SrW8y-ag,4
5lq4LkrviYgQ4LJNsBYHcA,4ZuYJjjFrqgyDEeYoizyIw,4
5lq4LkrviYgQ4LJNsBYHcA,4bEjOyTaDG24SY5TxsaUNQ,3
5lq4LkrviYgQ4LJNsBYHcA,4gIV5MYpCDbNI-bL3g_tSw,3
5lq4LkrviYgQ4LJNsBYHcA,4kP-_4yBsT5JOSe6GVJyTg,3
5lq4LkrviYgQ4LJNsBYHcA,4ntvolhaYeSCbHY1dhA53A,4
5lq4LkrviYgQ4LJNsBYHcA,4uGHPY-OpJN08CabtTAvNg,5
5lq4LkrviYgQ4LJNsBYHcA,59U8McUEjsRC_7h4ALk12Q,2
5lq4LkrviYgQ4LJNsBYHcA,5GKbGn9-fAgQ0njSh3OJ8A,4
5lq4LkrviYgQ4LJNsBYHcA,5HB8ENzXYe0dl7O_YNHXAg,3
5lq4LkrviYgQ4LJNsBYHcA,5Rtds_pTigLiIEOm5KSAPA,4
5lq4LkrviYgQ4LJNsBYHcA,5ambRqdTJt9vGwFzVI9HBw,4
5lq4LkrviYgQ4LJNsBYHcA,5dSQ1KV9HkbZm0ZmJHuMKA,5
5lq4LkrviYgQ4LJNsBYHcA,5nCo6iU2uysEthHY5m72Jw,4
5lq4LkrviYgQ4LJNsBYHcA,6SwEpo2HMnkex7b-uyIWtQ,1
5lq4LkrviYgQ4LJNsBYHcA,6zHlgXi4Ze_sPhUo5HnOSg,5
5lq4LkrviYgQ4LJNsBYHcA,7GM_Q3qHOAyt6w0KQ_VXBA,4
5lq4LkrviYgQ4LJNsBYHcA,7SO_rX1F6rQEl-5s3wZxgQ,5
5lq4LkrviYgQ4LJNsBYHcA,7hX6W_bhaQRjuIxFQnqkOg,4
5lq4LkrviYgQ4LJNsBYHcA,7rjUUpPCpQG6lZonQYGb5w,3
5lq4LkrviYgQ4LJNsBYHcA,7vdBKHejbuZPsNYow7eOBA,5
5lq4LkrviYgQ4LJNsBYHcA,7vviQbJwTqs8qXi-KwcXZA,3
5lq4LkrviYgQ4LJNsBYHcA,7y0wP1OgxZyoAN1kvg0k0w,4
5lq4LkrviYgQ4LJNsBYHcA,8-1ExFcyxhO3xNPPttmsLw,2
5lq4LkrviYgQ4LJNsBYHcA,8-OxtKNGZAy9UBiSnNcubw,3
5lq4LkrviYgQ4LJNsBYHcA,83C1eqPfmQHTy_8MC4Ug6w,3
5lq4LkrviYgQ4LJNsBYHcA,8m08a9xJKmANwmeuR-0bPA,4
5lq4LkrviYgQ4LJNsBYHcA,8s3BDPpMRvILQeHEmBayVw,3
5lq4LkrviYgQ4LJNsBYHcA,8x9Mzb7gX6SEHQIlSDpU8w,4
5lq4LkrviYgQ4LJNsBYHcA,90FMI917WPqmn_CIT31pyw,2
5lq4LkrviYgQ4LJNsBYHcA,9Ywv51iCL_QSIGzFA6vqiQ,5
5lq4LkrviYgQ4LJNsBYHcA,9bWrZ702Py5rvXE8sEwfGQ,3
5lq4LkrviYgQ4LJNsBYHcA,9yKzy9PApeiPPOUJEtnvkg,5
5lq4LkrviYgQ4LJNsBYHcA,A0hxl-YmCYYn0j-X614fQw,2
5lq4LkrviYgQ4LJNsBYHcA,A3Jv-FFRsDEWXxKJ6ZIxfg,3
5lq4LkrviYgQ4LJNsBYHcA,AB7oEY5ACn0JUfD114hcow,4
5lq4LkrviYgQ4LJNsBYHcA,AYbUb5UcAngroJ6uJG7tLQ,5
5lq4LkrviYgQ4LJNsBYHcA,AjpNIsaD6vTnPg9MN0fhSg,5
5lq4LkrviYgQ4LJNsBYHcA,An1vrRPlSZ1tDFsAuNqSmw,2
5lq4LkrviYgQ4LJNsBYHcA,AtjsjFzalWqJ7S9DUFQ4bw,5
5lq4LkrviYgQ4LJNsBYHcA,Az85N0Z4OKxOAzGdigi1nA,5
5lq4LkrviYgQ4LJNsBYHcA,B0zWhoktQ05XWjTMICqfSw,2
5lq4LkrviYgQ4LJNsBYHcA,BAFb16CUpRBKjG0a9189GQ,3
5lq4LkrviYgQ4LJNsBYHcA,BDv2cNhoRXqqrNaKSVuZbQ,5
5lq4LkrviYgQ4LJNsBYHcA,B_aOu7idHDU7_5t5RNuydA,4
5lq4LkrviYgQ4LJNsBYHcA,Bc4DoKgrKCtCuN-0O5He3A,5
5lq4LkrviYgQ4LJNsBYHcA,BkJNRWjqsoLDXuuchBlDWA,4
5lq4LkrviYgQ4LJNsBYHcA,BqD7X5CHXnJ14YbBBlLx1w,3
5lq4LkrviYgQ4LJNsBYHcA,BqrTtox0JbG-P_DKBB5bBw,3
5lq4LkrviYgQ4LJNsBYHcA,BxHjpaA2PQlhd-mB54vvTA,5
5lq4LkrviYgQ4LJNsBYHcA,CER__IFWimZCFgw04BgYSQ,3
5lq4LkrviYgQ4LJNsBYHcA,CGYOPcYTfwXFu-Sn0MsgGQ,4
5lq4LkrviYgQ4LJNsBYHcA,CIOB6a7Xr0crY1i33-ireA,5
5lq4LkrviYgQ4LJNsBYHcA,CKzhDe1BRDQ2-yHiZdOPvQ,4
5lq4LkrviYgQ4LJNsBYHcA,CLHfRm6biuH-l6r86qMLJw,5
5lq4LkrviYgQ4LJNsBYHcA,CQSKT9EZWlfU_uADiMRFpg,4
5lq4LkrviYgQ4LJNsBYHcA,CV4DDFG6tII-ehzaWPXK4g,4
5lq4LkrviYgQ4LJNsBYHcA,CYUoz5z2MGu-nAAzezmLuA,2
5lq4LkrviYgQ4LJNsBYHcA,CZjcFdvJhksq9dy58NVEzw,3
5lq4LkrviYgQ4LJNsBYHcA,CcINGw816eHHGryatYCkZA,5
5lq4LkrviYgQ4LJNsBYHcA,CjxipJktq7R6GzpvnlS1zA,4
5lq4LkrviYgQ4LJNsBYHcA,CqNXRvLICJzapQYSq8XwpQ,4
5lq4LkrviYgQ4LJNsBYHcA,CrlViaCIcMeQuZc63tbdQA,4
5lq4LkrviYgQ4LJNsBYHcA,Cu3L4mNS_Np34wD7Af2fCw,2
5lq4LkrviYgQ4LJNsBYHcA,CwydTHEDS50_Akr8BdcAwQ,4
5lq4LkrviYgQ4LJNsBYHcA,Cz0McL5lUaihqOIw0_Yo7w,3
5lq4LkrviYgQ4LJNsBYHcA,DFOcVl-0-v32cSzkqK7G4g,3
5lq4LkrviYgQ4LJNsBYHcA,DFwNc1whtc-R2j5z6ffzRw,1
5lq4LkrviYgQ4LJNsBYHcA,DLVb7I2Z4zKpwIv8Y_zIrA,4
5lq4LkrviYgQ4LJNsBYHcA,DO3Gk17RyJVW7zYMCtYPnw,4
5lq4LkrviYgQ4LJNsBYHcA,DQy_2lnYGBaw8_aEZSMYAw,3
5lq4LkrviYgQ4LJNsBYHcA,DUdBbrvqfaqUe9GYKmYNtA,3
5lq4LkrviYgQ4LJNsBYHcA,DW6SI2KxcfXBHeo9jEr4lQ,4
5lq4LkrviYgQ4LJNsBYHcA,DqJij-nTV3yvmJqfd8KAOQ,4
5lq4LkrviYgQ4LJNsBYHcA,Eexp976MUmMDECm-r0BxTQ,5
5lq4LkrviYgQ4LJNsBYHcA,EmlgWjs1ZzZEpDjZCSPLmw,4
5lq4LkrviYgQ4LJNsBYHcA,EpJ0uk82tWFEUnfTwPPSKA,5
5lq4LkrviYgQ4LJNsBYHcA,EwjmSkNdllbalpcYgQYsDA,2
5lq4LkrviYgQ4LJNsBYHcA,F0ZXhPJD8yNS3xzTxsichg,5
5lq4LkrviYgQ4LJNsBYHcA,F2aOcE-K4nsc1GUToPM1jQ,5
5lq4LkrviYgQ4LJNsBYHcA,F8ljll9IJhgUmOxUshlqiQ,3
5lq4LkrviYgQ4LJNsBYHcA,FLRJOfsVjRcUL01j60V-ZA,5
5lq4LkrviYgQ4LJNsBYHcA,FSnPj-wjn6clgQ3__FwnBg,3
5lq4LkrviYgQ4LJNsBYHcA,FV0BkoGOd3Yu_eJnXY15ZA,3
5lq4LkrviYgQ4LJNsBYHcA,Fjcvv0_-Ih6RabYvqLPvDw,5
5lq4LkrviYgQ4LJNsBYHcA,Fpv7AFYvT-rsQImxIGwI7Q,2
5lq4LkrviYgQ4LJNsBYHcA,FurH1SdN1OQviPrtMEQBCg,4
5lq4LkrviYgQ4LJNsBYHcA,FvmZskuhJ9W5_HE3aRtBDQ,4
5lq4LkrviYgQ4LJNsBYHcA,GH9msf27EzWgoNvH8c-1FQ,5
5lq4LkrviYgQ4LJNsBYHcA,GIAcSwgHtT-ookKK4-dsLA,4
5lq4LkrviYgQ4LJNsBYHcA,GU9jjFNKagaxdoIVSR2Q3g,4
5lq4LkrviYgQ4LJNsBYHcA,GYMAeiEFJ3Lavswjs777ZA,2
5lq4LkrviYgQ4LJNsBYHcA,GhQQsSApIRfUmIcqzmSaGA,4
5lq4LkrviYgQ4LJNsBYHcA,GrGHVKec258eN1_gtJwS1w,1
5lq4LkrviYgQ4LJNsBYHcA,GxnrBytuph4LPf9G4XNLsg,5
5lq4LkrviYgQ4LJNsBYHcA,H6CJflwclNpttYrtsBMsVg,3
5lq4LkrviYgQ4LJNsBYHcA,HMr_KN63f6MzM9h8Wije3Q,3
5lq4LkrviYgQ4LJNsBYHcA,HXw-AwbjUYr69lIcu19d7Q,4
5lq4LkrviYgQ4LJNsBYHcA,HbWwVvpXTKA1PAr-9TCj1g,4
5lq4LkrviYgQ4LJNsBYHcA,Hdi7jkB7pHiM1nyPHcqSdw,5
5lq4LkrviYgQ4LJNsBYHcA,Hg95UyjnDo8iQYQH_svTxw,4
5lq4LkrviYgQ4LJNsBYHcA,HiTpXu1BNE2DlvjyqpObjw,5
5lq4LkrviYgQ4LJNsBYHcA,HpaYCM_NCauI72LLXxC6SA,5
5lq4LkrviYgQ4LJNsBYHcA,I6DMTSrI2Vlp7Ai-Z9tUXw,5
5lq4LkrviYgQ4LJNsBYHcA,IRE33Q9XQMgWy92akbVCoQ,5
5lq4LkrviYgQ4LJNsBYHcA,I_h0uin_oo0WNqFy3qKEpw,4
5lq4LkrviYgQ4LJNsBYHcA,IgFexUz_OuQtbyQomecicA,1
5lq4LkrviYgQ4LJNsBYHcA,IhgKK2aoVjLihwriDQLS9g,3
5lq4LkrviYgQ4LJNsBYHcA,J4qLz0nGzCTMf6-kf_SiQg,3
5lq4LkrviYgQ4LJNsBYHcA,JUATTlFUONx_er9_YRFDrw,3
5lq4LkrviYgQ4LJNsBYHcA,Jao9diwbskr2tcvfPx5RDw,4
5lq4LkrviYgQ4LJNsBYHcA,JauLZ0TL3D3VIGtSnStzhA,3
5lq4LkrviYgQ4LJNsBYHcA,JmUf7RUDjFc7PhCAMSHSuw,3
5lq4LkrviYgQ4LJNsBYHcA,JsDZZ9S3qntzCfo5N_Ci6A,1
5lq4LkrviYgQ4LJNsBYHcA,K8pM6qQdYu5h6buRE1-_sw,5
5lq4LkrviYgQ4LJNsBYHcA,KCVFLo8PEJ54FQP6sVbymQ,4
5lq4LkrviYgQ4LJNsBYHcA,KJK7ihnpTeHXOy9rxORpGQ,3
5lq4LkrviYgQ4LJNsBYHcA,KcJz_9ETyKgvVhw7GEgaAQ,4
5lq4LkrviYgQ4LJNsBYHcA,KcWUgvyl64Vp0PfwQRZQkw,3
5lq4LkrviYgQ4LJNsBYHcA,KiqWfXmMCklapGRedS8rtQ,4
5lq4LkrviYgQ4LJNsBYHcA,KnupWjGXl65mhyCSHhN6mw,5
5lq4LkrviYgQ4LJNsBYHcA,Kxp8cIMt3-vxwtCSsL9QKQ,4
5lq4LkrviYgQ4LJNsBYHcA,KzQU6aH-vbtOw35waSq0-Q,4
5lq4LkrviYgQ4LJNsBYHcA,L9UYbtAUOcfTgZFimehlXw,4
5lq4LkrviYgQ4LJNsBYHcA,LCeF1wK5OqP3PPEVBa5Xfw,3
5lq4LkrviYgQ4LJNsBYHcA,LCiuBfVnv5oBPBqbyb_EyQ,3
5lq4LkrviYgQ4LJNsBYHcA,LGOlwgFhNgVGfUEGIpY-jQ,5
5lq4LkrviYgQ4LJNsBYHcA,LOef7o-dnn7Z5qGMZCi6pw,5
5lq4LkrviYgQ4LJNsBYHcA,LedNW-a5QMqISxsYWGjL3g,5
5lq4LkrviYgQ4LJNsBYHcA,LuYZUc1MOG0pA146SCeXgA,4
5lq4LkrviYgQ4LJNsBYHcA,M9ielGjZ-WdNG6CQ197NGQ,4
5lq4LkrviYgQ4LJNsBYHcA,MN0OLvP8i0SirMJ7AMuMzA,3
5lq4LkrviYgQ4LJNsBYHcA,MRUsPIVywMFDZHbfDa6YjA,5
5lq4LkrviYgQ4LJNsBYHcA,MXOdsPTLQPsQK9hUq01DWg,3
5lq4LkrviYgQ4LJNsBYHcA,MaWaqgB_4VgguVhZ0j7eYw,4
5lq4LkrviYgQ4LJNsBYHcA,MuIXnv7Oq7X3-4aEsp9dDA,5
5lq4LkrviYgQ4LJNsBYHcA,N3E7dCfMafZSc83abSKSrg,4
5lq4LkrviYgQ4LJNsBYHcA,N50HceZf1595UtU867u4uQ,5
5lq4LkrviYgQ4LJNsBYHcA,NLEy6m6hvVyfy0X829QGiQ,5
5lq4LkrviYgQ4LJNsBYHcA,NlQ-w91Kt58nvyULncE9kA,2
5lq4LkrviYgQ4LJNsBYHcA,Nqcl3hDLyiwNQBxQpKCdIQ,5
5lq4LkrviYgQ4LJNsBYHcA,Nu_IcBFRt63p2OHzF2hUig,5
5lq4LkrviYgQ4LJNsBYHcA,NxsCqQCpofRx08m535JYIA,4
5lq4LkrviYgQ4LJNsBYHcA,OAQoNECtxntebJ4LfLykWw,1
5lq4LkrviYgQ4LJNsBYHcA,OHsuvX4rmhnPvvRBb-QK7A,4
5lq4LkrviYgQ4LJNsBYHcA,OIz-ANecBe-GOZVZZUHSXA,4
5lq4LkrviYgQ4LJNsBYHcA,OLsVfrlD7WtNnnv3dapnSw,4
5lq4LkrviYgQ4LJNsBYHcA,OiCxoAIoBvEWxf7p1qVVmA,5
5lq4LkrviYgQ4LJNsBYHcA,P2dpstAB-U4as4vkdIDZow,4
5lq4LkrviYgQ4LJNsBYHcA,PWG28q4JFOc8FiRBjnfCkA,2
5lq4LkrviYgQ4LJNsBYHcA,Pr9rQKypHgC_J1AfufxzIw,4
5lq4LkrviYgQ4LJNsBYHcA,Pt5AYjhzoU93biVeVahLKw,1
5lq4LkrviYgQ4LJNsBYHcA,Pt667RuH8g5tue8KcCShtQ,5
5lq4LkrviYgQ4LJNsBYHcA,PteuCTWiE-R-TtjhnO3qDg,3
5lq4LkrviYgQ4LJNsBYHcA,Pz7SWZQhxL6ZbhL9jE2NTA,4
5lq4LkrviYgQ4LJNsBYHcA,QAWdgDgWaFJYzJ2pGDjmdw,2
5lq4LkrviYgQ4LJNsBYHcA,QB1dMlATwesPf6rrJGLQww,2
5lq4LkrviYgQ4LJNsBYHcA,QOVdMwMLNwsB07UDfQZA2w,4
5lq4LkrviYgQ4LJNsBYHcA,QWloDz39uJg65s5UIGhERQ,4
5lq4LkrviYgQ4LJNsBYHcA,Q_Rwcv9APBLggk2KAsBEvg,4
5lq4LkrviYgQ4LJNsBYHcA,QbmcCE_cLq4WO8ZMKImaLw,4
5lq4LkrviYgQ4LJNsBYHcA,QdwgrqNQAx--q3gGuxOH1A,4
5lq4LkrviYgQ4LJNsBYHcA,QozXMHqNzkVutP-FhcP30w,4
5lq4LkrviYgQ4LJNsBYHcA,QxHM7gQ7RcRHjnmr63xQnQ,3
5lq4LkrviYgQ4LJNsBYHcA,R0MhNwopWTWXcg8CPAFgpw,3
5lq4LkrviYgQ4LJNsBYHcA,RFqDK2b5mpasIuAzDoDdDg,4
5lq4LkrviYgQ4LJNsBYHcA,RPpz5ODJc1_75rfcClj1lA,4
5lq4LkrviYgQ4LJNsBYHcA,RRtu1D6qpVcpiQnMM8EhIg,5
5lq4LkrviYgQ4LJNsBYHcA,RiJ8Agrw__NG6flFL7BpbA,5
5lq4LkrviYgQ4LJNsBYHcA,RujgvDcjXABefIKVtGI64w,5
5lq4LkrviYgQ4LJNsBYHcA,S0xheIUam7rYNUI8KiWq3A,5
5lq4LkrviYgQ4LJNsBYHcA,S9HBvkKhFx-vjtckNorm2Q,5
5lq4LkrviYgQ4LJNsBYHcA,SAU9NDWNuR0Jvgx38T8wsA,4
5lq4LkrviYgQ4LJNsBYHcA,SLLRCOUiq-WY0nmePLQAYQ,3
5lq4LkrviYgQ4LJNsBYHcA,SNHRTc86YAekPaTolRWwWw,4
5lq4LkrviYgQ4LJNsBYHcA,SYqTY48DJa1cYhglvmgvsQ,4
5lq4LkrviYgQ4LJNsBYHcA,Sb1_G-DMy26YHafNxxhVrQ,4
5lq4LkrviYgQ4LJNsBYHcA,SfrHdU4NCkYWvERnWaOUqQ,4
5lq4LkrviYgQ4LJNsBYHcA,Ss7rZpNaKRWs4Wkq_tHuTA,4
5lq4LkrviYgQ4LJNsBYHcA,SsTxjxo8qvqBMvan1rzNzg,4
5lq4LkrviYgQ4LJNsBYHcA,Sw6fuvRzMpped6WcFdsLwA,4
5lq4LkrviYgQ4LJNsBYHcA,SyhuQ69i6PYr4q-4kHrKFA,5
5lq4LkrviYgQ4LJNsBYHcA,T9iBSa4pxYXP129pHlt5Sg,5
5lq4LkrviYgQ4LJNsBYHcA,Tmi_gK2aO9O_HmM6lMvkNg,5
5lq4LkrviYgQ4LJNsBYHcA,UO80ofDOenKF4QWR2z-oKA,4
5lq4LkrviYgQ4LJNsBYHcA,USO4upm0Ex4uL57nHTplEw,5
5lq4LkrviYgQ4LJNsBYHcA,UUnawRMKzdtoYSOxfi1BRQ,4
5lq4LkrviYgQ4LJNsBYHcA,UrdORu3JGxLEnypvUX0xxA,2
5lq4LkrviYgQ4LJNsBYHcA,UvkNXH2Tq6-gN3ajiSep4Q,4
5lq4LkrviYgQ4LJNsBYHcA,V3A6YJDk2U9KuENna3-RZg,4
5lq4LkrviYgQ4LJNsBYHcA,V5SEipw__kBpFPlo1Rba-g,5
5lq4LkrviYgQ4LJNsBYHcA,V6BYjHM9SnXscfkln3hCdA,4
5lq4LkrviYgQ4LJNsBYHcA,VI9fDfMAbeFVeeUav39Tiw,3
5lq4LkrviYgQ4LJNsBYHcA,VLFM9U2FJtny4fWUpb4QIw,3
5lq4LkrviYgQ4LJNsBYHcA,VNLiEBJyt7UfB1mI9puITg,5
5lq4LkrviYgQ4LJNsBYHcA,VVeogjZya58oiTxK7qUjAQ,5
5lq4LkrviYgQ4LJNsBYHcA,VbI_ryrGPdNRaDrYRJGMiA,4
5lq4LkrviYgQ4LJNsBYHcA,VnTREYYq-cquQ3f2re8iBg,5
5lq4LkrviYgQ4LJNsBYHcA,Vq-bivbURTyPP5XqM8HR5g,5
5lq4LkrviYgQ4LJNsBYHcA,W4lcMQudkcx7sTabnWaOqw,3
5lq4LkrviYgQ4LJNsBYHcA,WUTSRw9kiDHmQeoylYfrnA,2
5lq4LkrviYgQ4LJNsBYHcA,WUZxVr_CaRqEQgzvyeK5tw,4
5lq4LkrviYgQ4LJNsBYHcA,W_z0iwo08BKwQEwSuFydow,4
5lq4LkrviYgQ4LJNsBYHcA,WowrRUKvjiLX4zT12xU_yw,4
5lq4LkrviYgQ4LJNsBYHcA,WoxJoohQXe7NEq6tWKVU3Q,4
5lq4LkrviYgQ4LJNsBYHcA,X3icXUyW9vS4UXY6V_MR4w,5
5lq4LkrviYgQ4LJNsBYHcA,X4yjB1tqCxF6dojeaOS3ow,4
5lq4LkrviYgQ4LJNsBYHcA,XDYnLQC8ViZejuCDp4eCwg,2
5lq4LkrviYgQ4LJNsBYHcA,XZWry6opFKs-BIwfpa_RWg,5
5lq4LkrviYgQ4LJNsBYHcA,XgfKcL7eBJE9B66qoaIlJQ,4
5lq4LkrviYgQ4LJNsBYHcA,Xhg93cMdemu5pAMkDoEdtQ,3
5lq4LkrviYgQ4LJNsBYHcA,Xk3inJcuBGLhavUcdlINZA,3
5lq4LkrviYgQ4LJNsBYHcA,Xnwjo2TUu4AyGdmsxeG7OQ,2
5lq4LkrviYgQ4LJNsBYHcA,XwFTBd8y7n0vkSIs_KB-Tw,4
5lq4LkrviYgQ4LJNsBYHcA,Xy54RutATsomOfsDVR-m_Q,5
5lq4LkrviYgQ4LJNsBYHcA,Y-PnvV-q4HYLIy19ubVmXQ,3
5lq4LkrviYgQ4LJNsBYHcA,Y2BXS2OOrlMSYfS5xdjtmw,2
5lq4LkrviYgQ4LJNsBYHcA,YDdKrsv8nS6bY5DqcHLvNA,2
5lq4LkrviYgQ4LJNsBYHcA,YHoYNkc9SdrQbB5lgc9FQQ,5
5lq4LkrviYgQ4LJNsBYHcA,YKOvlBNkF4KpUP9q7x862w,4
5lq4LkrviYgQ4LJNsBYHcA,YQghC8GIevfKiMQXtcaNEg,2
5lq4LkrviYgQ4LJNsBYHcA,YQz2fnfnL5eAWn1zOmKYnQ,5
5lq4LkrviYgQ4LJNsBYHcA,YRWuNpZHoSpy0zPpc7TzqQ,3
5lq4LkrviYgQ4LJNsBYHcA,YWp-tyJxC7zaOHQbqacMkA,5
5lq4LkrviYgQ4LJNsBYHcA,YXIUNDixl0mMx--o088a5A,5
5lq4LkrviYgQ4LJNsBYHcA,YacTpiq0ZptFcXD7I-kdGA,3
