city,review_count,name,business_id,longitude,state,average_stars,latitude,price_range,categories
Middleton,3,Domino's Pizza,KTqNU4plO23583DYAMGXYg,-89.4862189,WI,3.0,43.1003841,0,"[u'Sandwiches', u'Pizza', u'Chicken Wings', u'Restaurants']"
Middleton,12,China Wok Buffet,MKsb2VpLB-0UBODcInDsSw,-89.5006856,WI,2.5,43.0970483,1,"[u'Chinese', u'Restaurants']"
Middleton,38,Prairie Cafe & Bakery,ShEYKerTwb2LSORE5o_s7A,-89.496995,WI,3.5,43.107227,1,"[u'Bakeries', u'Food', u'Breakfast & Brunch', u'Coffee & Tea', u'Restaurants']"
Middleton,11,Paul's Neighborhood Bar,HaBkx5PwvbBpQ2iNCgHnVQ,-89.5111616,WI,3.5,43.1014598,1,"[u'Bars', u'American (New)', u'Nightlife', u'Restaurants']"
Middleton,28,Chin's Asia Fresh,KW6HejC-67KSL9J8Cz1dSw,-89.5284801808,WI,3.0,43.0753452677,2,"[u'Chinese', u'Restaurants']"
Middleton,6,Grand China Restaurant,wl-7A4jC0f27MOEmW-XTbQ,-89.4864907,WI,3.0,43.1036633,1,"[u'Chinese', u'Restaurants']"
Middleton,5,Dennys,suQyHycqv8nA7EualcUB3g,-89.5241674,WI,3.0,43.0905631,1,"[u'Diners', u'Restaurants']"
Middleton,6,McDonald's,uga5g16PncJOtY7Sc3A05w,-89.5250779,WI,4.0,43.090653,1,"[u'Burgers', u'Fast Food', u'Restaurants']"
Middleton,10,Hody Bar & Grill,xbJ9tdGbcVJIUkNgHSCwZQ,-89.5128222,WI,2.5,43.095696,1,"[u'Bars', u'Nightlife', u'Restaurants']"
Middleton,56,Louisianne's Etc,koRLvzIl-4fCybOIdk56jA,-89.5110574,WI,4.0,43.0955526,3,"[u'Cajun/Creole', u'Restaurants']"
Middleton,3,Papa John's Pizza,cruBFtsFaBuhX_I72uU8pA,-89.4949208,WI,1.5,43.0955472,2,"[u'Pizza', u'Restaurants']"
Middleton,19,Three Sisters Old Town Inn,X47o6R2rWiqGqvBtC7VS3Q,-89.511243,WI,4.0,43.0999335,1,"[u'Breakfast & Brunch', u'Restaurants']"
Middleton,10,Middleton Sport Bowl,lN-5-YTsaJr_IByyA476iw,-89.4997902,WI,4.0,43.0969474,1,"[u'Active Life', u'Bowling', u'Restaurants']"
Middleton,7,Stamm House At Pheasant Branch,IEmqrFe96NOhU07TA0rZdw,-89.4944219,WI,2.0,43.104535,2,"[u'American (Traditional)', u'Restaurants']"
Middleton,5,Hardee's,KFJ1jBfFkRfyn3AoAUl3YQ,-89.5160417,WI,4.0,43.0976883,1,"[u'Burgers', u'Fast Food', u'Restaurants']"
Middleton,34,The Village Green Bar & Grill,G1qUGBNYNS220jKlPAlFsA,-89.5120419,WI,4.0,43.095724,2,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Middleton,16,Nitty Gritty Restaurant & Bar,6oDZ78JiSKjXVLcurCpnhw,-89.5021602,WI,3.0,43.0844596,2,"[u'American (Traditional)', u'Restaurants']"
Middleton,12,Culver's,kiAsweI4sOjDzGyz3Y_HsQ,-89.5113122,WI,4.5,43.1062742,1,"[u'Food', u'Ice Cream & Frozen Yogurt', u'Restaurants', u'Burgers']"
Middleton,53,Vin Santo,q8fD82us6uuGufvI44NoAg,-89.5109658,WI,4.0,43.0955423,2,"[u'Restaurants', u'Italian']"
Middleton,3,Soup Factory,oc0rCahXOaJeHLzzDdSfyA,-89.513737,WI,3.0,43.096359,1,[u'Restaurants']
Middleton,16,Club Tavern & Grille,Nj0vQjUYjaa7qbvZlEr2jQ,-89.4949394,WI,2.5,43.0968907,2,"[u'American (New)', u'Restaurants']"
Middleton,15,C's Restaurant Bakery and Coffee Shop,B0Vuwn6Hugc-0U5n31YBfg,-89.48674,WI,4.0,43.102896,1,"[u'Bakeries', u'Food', u'American (Traditional)', u'Restaurants', u'Donuts']"
Sun Prairie,14,Burger King,3zD6rxB92Mr0jb-LoYFFWw,-89.2275279,WI,1.5,43.1876921,1,"[u'Burgers', u'Restaurants']"
Sun Prairie,4,Pizza Pit,OC8AUJshLVimn_-P_INvJw,-89.2185271,WI,2.5,43.1832772,2,"[u'Sandwiches', u'Pizza', u'Chicken Wings', u'Restaurants']"
Sun Prairie,8,Panda Garden,2pmMehsVKnwhgWPSOxrkjA,-89.2287907,WI,4.0,43.1876509,1,"[u'Chinese', u'Restaurants']"
Sun Prairie,9,Chang Jiang,NDAxF0_RCZBQedVO_d5WnA,-89.2304766,WI,3.0,43.1807862,1,"[u'Chinese', u'Restaurants']"
Sun Prairie,20,Deli Roma,eptljN50_4BpIwc2Op_A_A,-89.241085,WI,4.0,43.1783069,1,"[u'Delis', u'Restaurants']"
Sun Prairie,20,SIR Hobo's,Xp7OA8gz7zDgB3I54jyb4g,-89.2255538,WI,3.0,43.1822682,1,[u'Restaurants']
Sun Prairie,6,Peking Chinese Restaurant,5uxhIGZlJm9g_zfG_83z5Q,-89.2482454,WI,3.0,43.1753813,0,"[u'Chinese', u'Restaurants']"
Sun Prairie,9,Prairie Diner,yV-eB-pQVeWE7W-WPC8BUg,-89.230853,WI,4.5,43.188072,1,"[u'Diners', u'Restaurants']"
Sun Prairie,3,Kfc,unMqU0OrlniCOKZIoQHb0A,-89.231699,WI,1.0,43.186768,0,"[u'Fast Food', u'Restaurants']"
Sun Prairie,9,Country Cafe,MlWXHxdbIODf9GUcvUTfGQ,-89.2308961,WI,3.5,43.1867059,1,[u'Restaurants']
Sun Prairie,4,Dairy Queen,RIsEPpt2jM7c_Ko_CyLwMw,-89.225254,WI,4.0,43.1824889,1,"[u'Food', u'Ice Cream & Frozen Yogurt', u'Fast Food', u'Restaurants']"
Windsor,14,The Rodeside Grill,O_Pu4mKGOqQVlmH07Zbnhg,-89.3387925625,WI,3.5,43.1934048235,2,"[u'American (Traditional)', u'Restaurants']"
Windsor,6,A&W Restaurant,HGzdDbukK8RJEc623kLz5Q,-89.344187,WI,3.5,43.19553,1,"[u'Burgers', u'Fast Food', u'Restaurants']"
Madison,20,Flaming Wok,oX6KamASYXnMIe5kpVhezw,-89.3083769,WI,3.5,43.120575,1,"[u'Chinese', u'Restaurants']"
Madison,19,Laredo's,S4TWo9X6b3gU6uucj4JN3g,-89.314621,WI,3.5,43.120577,2,"[u'Mexican', u'Restaurants']"
Madison,17,China Wok,xZwaUcrFMSY1O9dK2dAUpA,-89.3636251241,WI,3.5,43.0944782495,1,"[u'Chinese', u'Restaurants']"
Madison,3,Cousins Subs,89O2bCyo92IpEEvgFXqOMw,-89.323053,WI,3.5,43.11731,0,"[u'Delis', u'Caterers', u'Sandwiches', u'Event Planning & Services', u'Restaurants']"
Madison,10,Burger King,XWDk-pLSbVE2Vvv9Z-zusQ,-89.347232,WI,1.5,43.101439,1,"[u'Fast Food', u'Restaurants']"
Middleton,46,Cheeseburger in Paradise,1hBOR97oX5Xph3J8Tdob7w,-89.5296526,WI,2.5,43.0904234,2,"[u'Burgers', u'American (Traditional)', u'Restaurants']"
Madison,22,Benvenuto's Italian Grill,ybkWtM1ZnT2ewuquj3A9KQ,-89.3609713,WI,3.0,43.12967,2,"[u'Restaurants', u'Italian']"
Madison,3,Rocky Rococo Pan Style Pizza,jo-BEjs7UYovOAupDAN_yw,-89.3632614,WI,1.5,43.129412,1,"[u'Pizza', u'Restaurants']"
Madison,6,Denny's,lNE3gOMb724YPlZAA8WlXQ,-89.3141696,WI,2.5,43.1234137,1,"[u'Burgers', u'Fast Food', u'Restaurants']"
Madison,43,New Orleans Take-Out,cpGv6ES2hzPCtCUQgipwXw,-89.3644666672,WI,4.0,43.0984345318,1,"[u'Sandwiches', u'Cajun/Creole', u'Seafood', u'Restaurants']"
Madison,48,Pedro's Mexican Restaurante,wPidHd5FxspPRgVqdEQ-Xw,-89.3257337,WI,2.5,43.1146494,2,"[u'Mexican', u'Restaurants']"
Madison,8,Perkins Restaurant & Bakery,yYIEKwgQUHJpySOcVdCAkg,-89.299369,WI,2.5,43.136087,2,"[u'American (New)', u'Restaurants']"
Madison,6,Chang Jiang,pSiRWeCqs7a1xvS9ycLoTQ,-89.2911086,WI,2.0,43.1065745,1,"[u'Chinese', u'Restaurants']"
Madison,13,Cracker Barrel Old Country Store,QF14BFUVHRODxGNVflgm3A,-89.2941061,WI,3.0,43.1294409,1,"[u'Breakfast & Brunch', u'Restaurants']"
Madison,5,Hardee's,11yg-JMNCFowyIjJarzuDQ,-89.300914,WI,4.0,43.132307,1,"[u'American (New)', u'Restaurants']"
Madison,5,Culver's,q83uB6EGF6y2MuR-7VZPRg,-89.3718005,WI,2.0,43.1340507,1,"[u'Food', u'Ice Cream & Frozen Yogurt', u'Fast Food', u'Restaurants']"
Madison,9,Chili's,oudTF4EN_C8thENGiTQf-w,-89.3087635,WI,3.0,43.1266792,2,"[u'Bars', u'American (New)', u'Nightlife', u'Restaurants']"
Madison,8,Copps Food Center,ZjwZIQM4TfFO7T7ck7FtYQ,-89.349625,WI,3.0,43.112943,4,"[u'Food', u'Beer, Wine & Spirits', u'Grocery', u'Delis', u'Restaurants']"
Madison,6,Slice-N-Bullits Bar & Grill,MVFeOZVt641WBvdsRmnhPg,-89.357979,WI,4.0,43.104434,1,"[u'Dive Bars', u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Madison,3,Sarku Japan,9vgu6o1CwP5NakVkb29z0g,-89.3043221,WI,4.5,43.1280801,0,"[u'Japanese', u'Restaurants']"
Madison,13,Applebee's,JdCFcgw4yk4M1ZRhAhBIag,-89.303977,WI,2.5,43.130005,2,"[u'American (New)', u'Restaurants']"
Madison,3,McDonald's,311yXufoXR2dFngMHS9MFg,-89.3420412,WI,3.0,43.1042988,1,"[u'Burgers', u'Restaurants']"
Madison,3,Wendy's,QB64-PgfEUzbrOL50bJ0Bw,-89.3177873,WI,1.0,43.1216992,1,"[u'Fast Food', u'Restaurants']"
Madison,4,Taco Bell,rgyvl8tNVAony634_9vFdQ,-89.342924,WI,4.0,43.10379,1,"[u'Fast Food', u'Mexican', u'Tex-Mex', u'Restaurants']"
Madison,16,Red Lobster,v5a-Mj4eO1E--HmgwEWo7A,-89.307157,WI,3.0,43.128034,2,"[u'Seafood', u'American (Traditional)', u'Restaurants']"
Madison,53,Dexter's Pub,HTplzElel_F_U_qhWuDKdg,-89.35019,WI,4.0,43.103498,1,"[u'Pubs', u'Bars', u'American (New)', u'Nightlife', u'Restaurants']"
Madison,16,HomeTown Buffet,O5lo-GKCG3cX8X4bh_DR_A,-89.314783,WI,3.0,43.122528,2,"[u'Breakfast & Brunch', u'American (New)', u'Buffets', u'Restaurants']"
Madison,19,Noodles & Company,0oQFFOdPZycIBmGkoBrlbg,-89.3097876185,WI,4.0,43.1253992406,1,"[u'Fast Food', u'Restaurants']"
Madison,6,Eagle Crest Bar,QdSGdvZATzejDkSs435Rdw,-89.2873539,WI,2.5,43.107341,1,"[u'Dive Bars', u'Burgers', u'Bars', u'Nightlife', u'Restaurants']"
Madison,9,International House of Pancakes,1YEuqVtVMHdpavzoGcUUug,-89.3062815,WI,2.0,43.1296507,1,"[u'Breakfast & Brunch', u'Restaurants']"
Madison,3,Papa John's,7uoxZ35biPZfl8m5w2_XRA,-89.3484122,WI,3.5,43.1005986,2,"[u'Pizza', u'Restaurants']"
Madison,19,Wong's Garden,uzJ2Vefb951El2oneQI8NQ,-89.3537541,WI,3.5,43.0923931,1,"[u'Chinese', u'Restaurants']"
Madison,25,Cool Beans Coffee House and Cafe,JPFzpR5PvZWqHXQMIZFk2w,-89.309042,WI,4.0,43.122992,1,"[u'Cafes', u'Sandwiches', u'Restaurants']"
Madison,266,Monty's Blue Plate Diner,fjaQ3Ixkofh8xGhklUtDnA,-89.3518969,WI,4.0,43.09242,1,"[u'American (Traditional)', u'Diners', u'Restaurants']"
Madison,40,People's Bakery,Ryq600aoE3h8_qRQGIed9A,-89.345949,WI,4.0,43.102942,1,"[u'Bakeries', u'Lebanese', u'Food', u'Mediterranean', u'Middle Eastern', u'Restaurants']"
Madison,4,Rosati's Authentic Chicago Pizza,jqOPL979k-t_Vc049CnAjg,-89.2906599,WI,4.0,43.1065701,2,"[u'Pizza', u'Restaurants']"
Madison,3,Food Fight Inc,nE51k932dNFc-gClgPguVw,-89.3546823,WI,3.5,43.0922016,0,"[u'American (Traditional)', u'Restaurants']"
Madison,7,Pizza Pit,xMyTUliefguc3bfetGebJg,-89.360787,WI,2.5,43.092236,2,"[u'Caterers', u'Pizza', u'Event Planning & Services', u'Restaurants']"
Madison,34,Maharaja Restaurant E Pt Plaza,jqo3Ljexof9sA8PhSTwEjA,-89.3124158,WI,4.0,43.1222472,2,"[u'Indian', u'Restaurants']"
Madison,19,Esquire Club,68JsiWNLKs8NDCrBCxIWMA,-89.363442,WI,3.0,43.111265,2,"[u'Steakhouses', u'Restaurants']"
Madison,11,Olive Garden Italian Restaurant,PhdMPqSdLZi6IV8SdnpUAQ,-89.309419,WI,3.5,43.126269,2,"[u'Restaurants', u'Italian']"
Madison,31,Imperial Garden Chinese Restaurant,eC4iEcRR3p5NLq9Zf80ZGg,-89.3115905,WI,3.5,43.1264618,2,"[u'Chinese', u'Restaurants']"
Madison,11,Mr Roberts,-4PHmmCt_RmAfaE3sDKW_g,-89.3514303,WI,3.0,43.0928896,1,"[u'Burgers', u'American (New)', u'Restaurants']"
Madison,21,Tip Top Tavern,JJFoeKZXgi2_LeECDMkkoQ,-89.3601219153,WI,4.0,43.0928709124,2,"[u'Bars', u'American (New)', u'Nightlife', u'Restaurants']"
Madison,36,Harmony Bar & Grill,KHOHjA8HOcTlFBCtMQFv8A,-89.3493112,WI,4.0,43.0931332,2,"[u'Dive Bars', u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Madison,10,TGI Friday's,ykxf0XiJt-d76dBwfO_yew,-89.2987432,WI,3.0,43.1314601,2,"[u'Bars', u'Restaurants', u'American (Traditional)', u'Sports Bars', u'Nightlife']"
Madison,112,Smoky Jon's #1 BBQ,HLWtNcf3l-wKb6v9duteMQ,-89.355581,WI,4.0,43.123698,2,"[u'Barbeque', u'Restaurants']"
Madison,8,Fazoli's,XIZ259hZ6Yww3C0o97MgUQ,-89.30111,WI,3.0,43.127149,1,"[u'Pizza', u'Restaurants']"
Madison,3,Dimitri's Gyros,Pa_brCvUaiUPPvm3tJQwgw,-89.3284689,WI,3.5,43.1146547,1,"[u'Greek', u'Restaurants']"
Madison,36,Pat O'Malley's Jet Room,j515klfbCAEF3KPiKvHz9g,-89.3258863,WI,4.5,43.140174,1,"[u'Diners', u'Restaurants']"
Madison,11,Panera Bread,S2x-rEziU3ONR9zO_vpPxA,-89.3014893,WI,3.5,43.131078,1,"[u'Soup', u'Sandwiches', u'Salad', u'Restaurants']"
Madison,13,Cottage Cafe,MONajnUQ5-IRtv8PSPn_yA,-89.3070715,WI,4.0,43.084991,1,"[u'Breakfast & Brunch', u'Cafes', u'Restaurants']"
Madison,32,Michael's Frozen Custard,Jb5SB2OXbRW0e7ErGlMK-Q,-89.325334,WI,3.5,43.0851535,1,"[u'Food', u'Ice Cream & Frozen Yogurt', u'Restaurants', u'Burgers']"
Madison,5,Pizza Hut,pHBQ-dQRwN3z7Rq7iSog-A,-89.299749,WI,1.5,43.084614,2,"[u'Pizza', u'Restaurants']"
Madison,3,Rocky Rococo Pan Style Pizza,brkJrGv2Eaj9NTl9g2RMgA,-89.3261015,WI,3.0,43.0702323,0,"[u'Pizza', u'Restaurants']"
Monona,23,Fat Jacks Barbecue,spiYqne1kXzYQxDTZfKt2g,-89.325618,WI,3.5,43.050444,2,"[u'Barbeque', u'Restaurants']"
Monona,4,La Bamba,U_m1zmeKhRkqOLxHFBXdEg,-89.32615,WI,2.0,43.055932,1,[u'Restaurants']
Madison,5,Poppa Coronofoulos Gyros & Chicago Style Deli,UyEbMXjDTNGks_k12fGNdg,-89.307305,WI,4.0,43.073723,1,"[u'Hot Dogs', u'Restaurants']"
Monona,19,Angelo's,Hld3cjWyfPpW5hDcgXfNQA,-89.326138,WI,3.5,43.0567319,2,"[u'Restaurants', u'Pizza', u'Italian']"
Madison,3,Arby's,8AGIIxZ-BBHbEGsgmhOOwA,-89.305583,WI,1.0,43.047206,1,"[u'Burgers', u'Restaurants']"
Monona,13,Silver Eagle Bar & Grill,cRqZ_w9ImfYYIXTHpJMv0Q,-89.326148,WI,3.5,43.056329,2,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Monona,6,Tully's II Food & Spirits,kOXJrbuB1a1Na6sf_WQnDg,-89.325947,WI,2.0,43.048755,2,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Monona,3,Rossi's,I8Bx7iuHWz6d2TQDfKfjqA,-89.3255234,WI,4.0,43.0547023,1,"[u'Pizza', u'Restaurants']"
Monona,7,Fraboni's Italian Specialties & Delicatessen,ki33_SvM4kPjgA44Re8-zQ,-89.326717,WI,4.5,43.056621,1,"[u'Delis', u'Restaurants', u'Italian']"
Monona,16,Ken's Meat's & Deli,LWmlH8MwUnwMWN5Ma8utnQ,-89.32607,WI,4.0,43.057298,2,"[u'Food', u'Specialty Food', u'Delis', u'Meat Shops', u'Restaurants']"
Madison,5,KFC,cCStad4wX3ADPbz5AHCn9g,-89.3160033,WI,1.0,43.0841604,2,"[u'Fast Food', u'Chicken Wings', u'Restaurants']"
Monona,3,Taco Bell,xou2z56CFTWYoA99s4DpTg,-89.3246,WI,3.0,43.0477,1,"[u'Fast Food', u'Mexican', u'Tex-Mex', u'Restaurants']"
Madison,14,Buck's Pizza,QfCHvy6v39xPH7CvCASlFg,-89.321822,WI,3.5,43.0834895,1,"[u'Pizza', u'Restaurants']"
Monona,32,David's Jamaican Cuisine,qodyGnpmj1zEfi7nJ534BA,-89.32527,WI,4.0,43.0569909,1,"[u'Caribbean', u'Restaurants']"
Madison,10,China Inn,unXHmjewHGeWQwJr74Sy9g,-89.3010563,WI,3.0,43.0844719,1,"[u'Chinese', u'Restaurants']"
Madison,11,Dairyland Family Restaurant,JD1uVun5FEF_Ih2PnHCbuA,-89.31379,WI,3.0,43.084321,1,"[u'American (New)', u'Restaurants']"
Madison,3,Wendy's,R6TxOULUEMSq1-7P0w6kTA,-89.3086017,WI,2.5,43.0627242,0,"[u'Fast Food', u'Restaurants']"
Monona,30,Red Robin Gourmet Burgers,4pZeC9W0EIiBTOJMnwG2vw,-89.3241561,WI,2.5,43.046591,2,"[u'Burgers', u'American (Traditional)', u'Restaurants']"
Monona,5,Taste of China,2aai1pIfThxDTTD_WwXHeA,-89.3260975,WI,3.0,43.0605902,1,"[u'Chinese', u'Restaurants']"
Monona,7,Noodles & Company,jGU7WGOM2qUHofLKZAFAIg,-89.3245475,WI,2.5,43.0472186,1,"[u'Chinese', u'Restaurants']"
Madison,9,Culver's,FiP9q_YD5vgxu_Sflo5oZw,-89.3075439,WI,4.0,43.083712,1,"[u'Food', u'Ice Cream & Frozen Yogurt', u'Fast Food', u'Restaurants']"
Madison,33,Toby's Supper Club,FIR1SRvSAMNTO3VvNaJn2g,-89.302571,WI,4.0,43.043925,2,"[u'American (Traditional)', u'Restaurants']"
Madison,16,Pooley's,yrBo3c3OTKVO4H1ttBxadw,-89.2854101,WI,3.0,43.1416538,2,"[u'Event Planning & Services', u'Venues & Event Spaces', u'Restaurants']"
Madison,24,Uno Pizzeria & Grill,R825-NTAI2wG2C4mN-dtNA,-89.290761,WI,3.0,43.135442,2,"[u'American (Traditional)', u'Pizza', u'Gluten-Free', u'Restaurants']"
Madison,12,Milio's Sandwiches,r5S_wYdu1vKRW1k-7_yOIA,-89.4236837,WI,3.5,43.0678034,1,"[u'Sandwiches', u'Restaurants']"
Madison,3,Subway,Xia0Lo492MDWbCd48scnYA,-89.424785,WI,1.5,43.072769,1,[u'Restaurants']
Phoenix,12,Domino's Pizza,x5Mv61CnZLohZWxfCVCPTQ,-112.0734183,AZ,2.5,33.4795416,2,"[u'Sandwiches', u'Pizza', u'Chicken Wings', u'Restaurants']"
Phoenix,5,Viad Tower Restaurants,2ZnCITVa0abGce4gZ6RhIw,-112.074315,AZ,3.5,33.468988,1,"[u'American (New)', u'Sandwiches', u'Restaurants']"
Phoenix,20,Sky Lounge,EmzaQR5hQlF0WIl24NxAZA,-112.0717019,AZ,2.5,33.4483992,1,"[u'American (New)', u'Nightlife', u'Dance Clubs', u'Restaurants']"
Phoenix,281,Wild Thaiger,KPoTixdjoJxSqRSEApSAGg,-112.073523642,AZ,4.0,33.4779339657,2,"[u'Thai', u'Restaurants']"
Phoenix,176,Canyon Cafe,e5kc0CQ4R-PCCDgb274gSg,-112.0691194,AZ,3.5,33.4526031,2,"[u'Mexican', u'Tex-Mex', u'Restaurants']"
Phoenix,11,Teeter House Tea Room,gBcpDl0quCLABsg5OuSFww,-112.0656645,AZ,3.0,33.4495394,2,"[u'Food', u'Tea Rooms', u'Breakfast & Brunch', u'Sandwiches', u'Restaurants']"
Phoenix,7,Burger King,72N6TdH5MdUWE2YhYRbyxw,-112.074248,AZ,2.5,33.47626,3,"[u'Burgers', u'Restaurants']"
Phoenix,6,Taco Bell,neGAQFkBNI8-rpPBLBzNkw,-112.06909,AZ,3.5,33.46544,1,"[u'Fast Food', u'Mexican', u'Tex-Mex', u'Restaurants']"
Phoenix,157,Majerle's Sports Grill,45puCRQ6Vh_IIAy7kkfFDQ,-112.0712574,AZ,3.5,33.4484654,2,"[u'Bars', u'Restaurants', u'American (Traditional)', u'Sports Bars', u'Nightlife']"
Phoenix,18,Pizzeria Uno,nc3IiY5LNdmEwUZCW84yuA,-112.0693177,AZ,2.5,33.4527955,2,"[u'Pizza', u'Restaurants']"
Phoenix,40,International House of Pancakes,P7wKlbSRsoRrfH3DFOY08A,-112.0740016,AZ,3.5,33.4756064,1,"[u'Breakfast & Brunch', u'Restaurants']"
Phoenix,161,Comedor Guadalajara,BESmH-lmMm34_EefL8X9fQ,-112.073929,AZ,4.0,33.429424,2,"[u'Mexican', u'Restaurants']"
Phoenix,65,Chico's Tacos,D09yG6Z3gcsh24Qn7Y4gYA,-112.0657286,AZ,3.0,33.4657117,1,"[u'Mexican', u'Restaurants']"
Phoenix,145,Phoenix Blue Fin,kaIue7GRCmkPzDeHDBTttQ,-112.073569,AZ,4.0,33.4640982988,1,"[u'Japanese', u'Sushi Bars', u'Asian Fusion', u'Restaurants']"
Phoenix,79,Coach & Willies,j8nyAaN_w5t6wYv-ni23sg,-112.070061,AZ,3.0,33.443864,2,"[u'Nightlife', u'Bars', u'American (New)', u'Sports Bars', u'Restaurants']"
Phoenix,10,Jackson's On 3rd,5XIvwfbIa-vuFEkkeCQ6kQ,-112.0703479,AZ,2.0,33.4450348,2,"[u'Bars', u'American (New)', u'Restaurants', u'Sports Bars', u'Nightlife']"
Phoenix,90,Fate 905,VsO_rhXi5lgbaGxNwoEZsQ,-112.0686108,AZ,3.0,33.4577071,2,"[u'Asian Fusion', u'Chinese', u'Restaurants']"
Phoenix,58,Matador Restaurant,Y293fHh5SZ0_9BZm4M6BCg,-112.0722653,AZ,3.0,33.4492272,2,"[u'Greek', u'Mexican', u'Restaurants']"
Phoenix,60,Paisley Violin,IceZ4BtTz76eppjNWm-c6A,-112.086757,AZ,3.5,33.4549264,1,"[u'Greek', u'Mediterranean', u'Restaurants']"
Phoenix,6,New Garden Restaurant,QsvRjgQacMMFf8dit7qqDw,-112.0736473,AZ,3.0,33.4392182,2,[u'Restaurants']
Phoenix,7,Paradise Bakery,LXhL5X3edNRy7epku6UAEw,-112.0706,AZ,4.0,33.44742,0,"[u'Bakeries', u'Food', u'Breakfast & Brunch', u'Restaurants']"
Phoenix,93,Mi Amigo's Mexican Grill,-lOSaCuBRAvX5JBifx-EMw,-112.0693177,AZ,3.0,33.4527955,2,"[u'Mexican', u'Restaurants']"
Phoenix,23,Baja Fresh Mexican Grill,XI-_Y2XRw03mozGx0Z90Gw,-112.0740069,AZ,3.5,33.4492227,1,"[u'Mexican', u'Restaurants']"
Phoenix,77,Hooters,qsWxbgQwuomXvMseg23DGg,-112.0691194,AZ,2.5,33.4526031,2,"[u'Bars', u'American (Traditional)', u'Sports Bars', u'Nightlife', u'Chicken Wings', u'Restaurants']"
Phoenix,189,The Old Spaghetti Factory,DlCtdbceo4YNSI53cCL2lg,-112.074153,AZ,3.0,33.46425,2,"[u'Restaurants', u'Italian']"
Phoenix,21,Crave Sandwich Cafe & Catering,kR5i58Pcse1FD9tk-yYLlA,-112.066333,AZ,3.5,33.450875,1,"[u'Sandwiches', u'Restaurants']"
Phoenix,53,Tom's Tavern & 1929 Grill,2I666dqzs1XB6xigIKa9bA,-112.074802052,AZ,3.0,33.448424817,2,"[u'American (Traditional)', u'Restaurants']"
Phoenix,19,Karim's Cobbler Shop & Deli,yExYqENb4F6qH6kJxTOaSQ,-112.069320679,AZ,3.5,33.4456825256,1,"[u'Delis', u'Restaurants']"
Phoenix,50,The Downtown Deli,9BH18avE46LlHMvJn67MaA,-112.0740511,AZ,3.5,33.4499524,1,"[u'Breakfast & Brunch', u'Delis', u'Sandwiches', u'Restaurants']"
Phoenix,109,Zoes Kitchen,trAvQPp7gps0Btk-2AmLpw,-112.081565,AZ,3.5,33.465499,1,"[u'Mediterranean', u'Greek', u'Southern', u'Restaurants']"
Phoenix,4,Subway,s6zzKc7UvwDRxn-BFlhiTg,-112.0693177,AZ,2.0,33.4527955,1,"[u'Sandwiches', u'Restaurants']"
Phoenix,7,The Brickhouse,4WcxnNv_lzCIG2eb8O5Mlg,-112.073577,AZ,3.5,33.44455,2,"[u'Arts & Entertainment', u'American (Traditional)', u'Nightlife', u'Music Venues', u'Restaurants']"
Phoenix,86,Hard Rock Cafe,gkv2XvXpFgiq4Bb2XK7YmQ,-112.071075886,AZ,3.0,33.4468850573,2,"[u'American (Traditional)', u'Restaurants']"
