yelping_since,compliments.plain,review_count,compliments.more,compliments.cute,compliments.writer,fans,compliments.note,type,compliments.hot,compliments.cool,compliments.profile,average_stars,user_id,elite,name,compliments.list,votes.cool,votes.funny,compliments.photos,compliments.funny,votes.useful
2014-02,,1,,,,0,,user,,,,5.0,vSv3pZHrY0sXKqDWDfG0aQ,[],Madison,,0,0,,,0
2009-06,,137,,,,1,4,user,1,4,,4.24,K9IGnMmX09luxNVjO_hDmw,[],Leah,,39,18,,,84
2014-06,,2,,,,0,,user,,,,4.5,yI2rfA0CVe4OvfOEMSZRuQ,[],Brandon,,0,0,,,2
2011-07,,4,,,,0,,user,,,,2.0,IrrrUpAMIjsBZ22o1kuo7w,[],Bryan,,1,3,,,6
2013-02,,2,,,,0,,user,,,,3.5,1q7w9sjFZ0dysfjTh2bLOQ,[],Ken,,0,0,,,2
2009-04,,1,,1,,0,,user,,,,3.0,0RoHygj5HIzz5pbjFnMKFg,[],Sarah,,0,1,,,0
2011-04,1,15,,,,0,,user,,,,3.38,kaf9aZL8SMPpBzErvQP3lg,[],Terry,,5,6,,,16
2011-10,,3,,,,0,,user,,,,5.0,Nvjo6X74h7n7rA_iIwz8tw,[],JM,,0,1,,,1
2010-08,,2,,,,0,,user,,,,1.0,pNIBSkkJNe8cLpI45WUGgw,[],N,,0,0,,,0
2007-10,3,14,1,,,0,1,user,,,,3.2,ErDRGdE0-AyayAjJWe_JFQ,[],susan,,11,24,,,44
2014-04,,9,,,,0,,user,,,,2.62,rtTVNcP0u5TjTACVnHm97A,[],Mayumi,,4,4,,,5
2013-03,,2,,,,0,,user,,,,5.0,swRR0qucaBnZ8jcfh1-lsg,[],Susan,,1,1,,,2
2010-03,1,414,,,2,7,1,user,,,,3.56,OTQ68fm6EtcPD2n0g6Y2mQ,[],Fiona,,78,117,,,248
2011-12,,12,,,,1,,user,,,,4.0,_1GBP5IFhCWtK8Us7BTV3w,[],rikki,,2,0,,,5
2012-05,,1,,,,0,,user,,,,1.0,VFBF9TZ980Kv0ghMVg7ETQ,[],Jeremey,,0,0,,,0
2012-06,1,5,,,,0,,user,,,,3.0,DuOnaNQxJ2vkvpUZqJQUeg,[],Hannah,,1,3,,,4
2011-03,,1,,,,0,,user,,,,5.0,Z2RjRf_48XQnp77iCc763A,[],Jeff,,0,0,,,1
2011-10,,11,,,,2,,user,,1,,4.27,gTQ6Yn0ib2emiTqJGSGZTg,[],Katie,,7,1,1,,4
2011-07,2,43,1,,1,3,2,user,2,3,,4.02,kshSqTpSlAhRpFclNoSdUw,[],Sara,,54,21,,,84
2010-06,1,61,2,,3,0,2,user,3,4,1,3.92,0X3nVVRBgxpTGGF_jQ1xxg,[],Hyungki,,75,304,,8,195
2013-08,,2,,,,0,,user,,,,5.0,sOHkxPnfeim1qe2Z8C98Ng,[],Jonathan,,0,0,,,1
2013-08,,1,,,,0,,user,,,,5.0,fAZSGWgI-ydNYUzy9lA99w,[],Robert,,0,0,,,0
2013-12,,1,,,,0,,user,,,,5.0,r4kyflHQop9NRw5-RHHBjg,[],Barbara,,0,0,,,0
2011-10,,2,,,,0,,user,,,,5.0,zzVouG0HOgXCGUAWGpkYpg,[],Amy,,1,0,,,1
2013-06,,1,,,,0,,user,,,,5.0,_p5pH8odckZgqNBsCiC0Ow,[],Mayra,,0,0,,,0
2011-09,,1,,,,0,,user,,,,5.0,fZJNyeG8r793l3f2xRRVUg,[],KEVIN,,0,1,,,2
2012-08,,55,,,,2,,user,,2,,3.6,EhyT_LNxnhRqi-POpXMJTQ,[],Emily,,9,28,,,32
2008-04,,2,,,,0,,user,,1,,5.0,2HZK56q-gS3H7WhBPq0rOg,[],Megan,,1,2,,,1
2013-03,,2,,,,0,,user,,,,4.0,B5ReaBTHhvvTSH5To7gu5Q,[],Miguel,,0,0,,,0
2012-04,2,88,,,,3,4,user,,2,,3.85,7cIc52lToGmKu7Hpp6rPdg,[],Fred,,16,8,,1,50
2011-09,1,15,,,,1,,user,,1,,4.27,KoWE950FoC7jL1qQV3LSSg,[],Kevin,,3,3,,,22
2013-05,,5,,,,0,,user,,,,3.8,y7tn4Xo-C4PzxK0mneCjTA,[],Pat,,0,0,,,1
2010-08,1,22,,1,,2,1,user,5,2,,3.68,pJAb6_94lvXTBNu6_K3uJg,[],Jocelyn,,7,6,,1,13
2011-01,,54,,,2,1,,user,2,1,,3.5,PoYCeRr7fvMt5YjGqjn0Mg,[],Sherry,,9,9,,1,22
2012-01,,5,,,,0,,user,,,,3.6,QCTsG1dFsvGVybXMUCmsnQ,[],Daniel,,1,0,,,1
2011-06,,7,,,,1,,user,,,,3.0,qRaBPjvhu6GxRyMg3vdVbQ,[],Sal,,0,1,,,2
2012-07,,1,,,,0,,user,,,,1.0,UaHSPp_HW_QnzdLJamt1Nw,[],Arnold,,0,2,,,0
2012-12,,1,,,,0,,user,,,,1.0,E-Qcu8iLeSsAPd78Gs_Kbw,[],Matt,,1,2,,,2
2008-12,,7,,,,0,,user,,,,3.86,HCMeKGZ6ssiSYbeVDJjY1g,[],Tiffany,,0,1,,,5
2013-08,,40,,,,2,,user,,,,3.95,YrXXBQqEP1ZzdkDY__3Hgw,[],Pauline,,17,4,,,34
2012-01,,2,,,,0,,user,,,,1.0,6VEnAREDxeIbwKFxO3r9ag,[],Kelley,,0,0,,,0
2007-04,1,20,,,,0,,user,,,,3.14,9X2WdxnGAcuRJmLdhuBqrQ,[],janet,,6,3,,,16
2011-10,,3,,,,0,,user,,,,4.67,maBi3n5a4i93HIZJBMyHbQ,[],Bill,,0,0,,,0
2013-08,,8,,,1,0,,user,,,,4.5,SbRtjuJTnOsct0pqBGtc7Q,[],Alesha,,8,4,,,17
2013-03,,3,,,,0,,user,,,,3.67,TlLMlIMLg4zfdgtzzB6r7A,[],Manuel,,2,0,,,3
2013-04,,4,,,,0,,user,,,,3.5,LxCXpROBKGSzIGIpbKg54g,[],Angela,,1,1,,,8
2013-10,,4,,,,0,,user,,,,2.67,nWbmnf47Jgib9BzBaXwfJA,[],Akira,,1,0,,,2
2012-06,,8,,,,0,,user,,,,3.62,3V2MYJv3a4IhCpG1ohVQbQ,[],Didi,,1,1,,,13
2014-06,,2,,,,0,,user,,,,3.0,7pu7LNHkLjCQU5PhqRqnKQ,[],Kayla,,0,1,,,0
2014-01,,4,,,,0,,user,,,,4.0,6x5qys5cBteFPITDJ8duKw,[],Cookie,,1,0,,,1
2007-08,1,51,1,,3,7,1,user,,1,,3.43,_5TjN8lnIu_8dLO4FxXmQw,[],Taggart,,73,252,,6,124
2010-07,3,18,,,1,3,,user,1,1,,4.0,e-SuAoZCxXjF8uA9DXBwpg,[],Song,,8,8,,1,30
2009-01,,3,,,,0,,user,,,,3.67,KhrdPH_8tG2LppfXReALuw,[],Adam,,2,2,,,6
2012-03,,2,,,,0,,user,,,,1.0,GmfpbONIMpKWSuMvs2gILw,[],Dawn,,1,2,,,2
2014-01,1,5,,,,0,,user,,1,,4.2,sPuFcL2a2ir2JBIV4Gptpg,[],Ismael,,0,0,,,1
2014-04,,2,,,,0,,user,,,,5.0,XyYkbXPEDF0hA_yQQXPy9A,[],Roman,,1,1,,,1
2013-08,2,32,,,,0,,user,2,,,3.91,X76Ja2Np2Dvy0cDTE03drw,[],Marni,,0,6,,,30
2013-03,,3,,,,0,,user,,,1,1.33,rJ3kYnxSb-oqsWI2oywGEw,[],Le,,0,3,,,4
2009-01,,2,,,,0,,user,,,,5.0,kukMBFNy9FRK3RLfc-_SPA,[],John,,0,0,,,0
2011-07,,2,,,,0,,user,,,,3.5,Gzq5CtS6pD4JOKvXNJ4B3Q,[],Curtiss,,2,2,,,7
2008-12,,2,,,,0,,user,,1,,5.0,mWd67mDkmGsvQh3xU99heg,[],Lisa,,3,2,,,3
2010-12,2,30,,1,5,4,1,user,1,2,,3.83,B77fGg8-vQAVwIUFuhtEDQ,[],Kailee,,24,19,,1,83
2011-12,,5,,,,0,,user,,1,,3.67,NXR9Zlf0R0O0Xn1D30YlGQ,[],James,,1,1,,,6
2013-09,,1,,,,0,,user,,,,5.0,QibKFT9YsBO0gr4tNnRCcA,[],Rye,,0,0,,,0
2010-05,1,138,,,,4,1,user,,2,,4.36,4NCjwEnjvUAi_K4dHb4RPw,[],Kevin,,48,32,,,132
2013-11,,2,,,,0,,user,,,,5.0,zf85JfNUe60eR4VQ0ZqNjQ,[],A,,0,0,,,0
2010-02,,31,,,1,0,,user,,,,3.84,76SlIVfcXJujKQ3xSyYtOQ,[],Dave,,6,6,1,,21
2009-04,,33,,,1,0,1,user,,1,,3.77,pW0GHRSC_T_2ZfKq0Nru8g,[],Roy,,27,29,,,75
2013-06,,5,,,,0,,user,,,,4.0,fFk4xV_Tn19Xqp-9yu9HKg,[],Lisa,,0,2,,,4
2010-07,,11,,,,0,,user,,,,3.8,f2nZi-zNZWTM_Jn8ADybOA,[],Mike,,0,1,,,5
2012-09,,12,,,,0,,user,,,,3.58,HBSvXwIK1JC6SRGizmbSeA,[],Shawn,,4,0,,,4
2008-10,,3,,,,0,,user,,,,4.0,MWj7Pm34d4NQQL5FHTwjVw,[],Eric,,0,2,,,4
2010-07,2,8,,,,1,,user,,,,4.88,j0HVyConc1e_aj1nBvHsXw,[],Ed,,12,9,,,21
2012-02,,4,,,,0,,user,,,,4.67,IsS1Af1iUgO3xHATc4xM6A,[],Aaron,,0,0,,,0
2011-03,,1,,,,0,,user,,,,5.0,Gxoc9zEYrX7_dRZTZYLMdw,[],Nadia,,2,0,,,3
2013-01,,1,,,,0,,user,,,,5.0,PURstmi16Hljx_tsWTVQFg,[],Arevik,,0,0,,,0
2013-07,,2,,,,0,,user,,,,3.5,jk-cvWgteR3ZSACYUZ7rHw,[],Kimberly,,0,0,,,0
2011-12,,2,,,,0,,user,,,,5.0,krwaXYOd1fcRbU4tNYcJDw,[],Priscilla,,0,0,,,2
2012-10,,3,,,,0,,user,,,,4.33,s9SL41Z82zDhdOns3QmCiA,[],Amanda,,0,0,,,1
2009-04,,13,,,,0,,user,,,,3.91,72B_FdzU1V0o3-L1sBjn_Q,[],Thomas,,3,1,,,9
2011-08,3,34,,,,2,2,user,,,,4.34,Z4zWKygyEfgs0eP7UkNroQ,[],Chris,,3,2,,,23
2011-02,,9,,,,0,,user,,,,3.22,tpLTUfIciyiQUQ3eFoZKpQ,[],Pat,,7,9,,,34
2012-06,,6,,,,0,,user,,,,4.33,sR1eAYtswl3iS76b-ZRP5g,[],Susan,,0,0,,,1
2013-04,,9,,,,0,,user,,,,4.0,ZpAK_v6-lOVxL0nVVWELwQ,[],Zach,,2,1,,,8
2009-04,4,159,1,,2,4,6,user,,1,,3.94,ccL0exzbHqzO4lpp9AP8MA,[],Rod,,50,71,,2,263
2013-01,,6,,,,0,,user,,,,3.33,Th0A4wIuGwHf4W7-rQR9gw,[],Charlotte,,0,0,,,1
2013-11,,1,,,,0,,user,,,,1.0,c9vYncdXTykXE-3ZQcvd4Q,[],Summer,,0,0,,,1
2014-04,,6,,,,0,,user,,,,3.0,YvHHis9W0teD6oc4ZY6EFQ,[],Diane,,0,0,,,0
2011-06,,1,,,,0,,user,,,,5.0,YovpKStCLjx3F6cKhqd67Q,[],Pat,,0,0,,,1
2013-09,,1,,,,0,,user,,,,2.0,nQRty5GZzxu_XrCh8U9vIw,[],Alexis,,0,0,,,0
2013-06,,8,,,,0,,user,,,,4.33,hBQXYX_gIUkwBmiKHVCZvw,[],S,,0,0,,,3
2013-03,,5,,,,0,,user,,,,5.0,wBM8ysgTZ_okN3-WNeIA9A,[],Leslie,,5,5,,,5
2011-02,1,46,,,1,0,,user,,,,3.24,vDIs0RJ3r7OS9bOAxeylFw,[],Nelson,,5,6,,,26
2012-08,,14,,,,0,,user,,,,3.0,IPLCXeX4IwpbOIiS5bDcDQ,[],Kevin,,2,2,,,6
2010-09,1,13,,,,0,,user,,,,3.0,zFG2ImchzinRT64JLNUAbg,[],Paul,,6,3,,,23
2013-03,,1,,,,0,,user,,,,5.0,9gt2fuT_RdtqbSpE5Ex-sw,[],Nick,,0,0,,,0
2013-05,,2,,,,0,,user,,,,5.0,9fLfNZVW4isB4vZPAC5XWA,[],Jessica,,0,0,,,0
2013-12,,1,,,,0,,user,,,,4.0,jcPh4ImrfxcrPMSpNsw3jA,[],Latif,,0,0,,,0
2012-06,,3,,,,0,,user,,,,3.67,si1zaLUviCBR9FrUs8X7cg,[],Rob,,0,0,,,2
2011-06,,19,,,,2,,user,,,,3.42,YAUUSmj5Cktp5OkWchdYeQ,[],Robert,,3,7,,2,20
2012-02,,1,,,,0,,user,,,,5.0,gLJfmbZxfdkekPknC7d7Vg,[],Anna,,1,0,,,3
2009-08,1,39,,,,2,,user,1,,,3.76,W08uO2gMD_QgQ1_TB5LJyQ,[],Nick,,15,8,,,74
2013-04,,1,,,,0,,user,,,,5.0,rVQHI6glQCsGBxf1pawnfg,[],Kelly,,0,0,,,0
2013-07,,4,,,,0,,user,,,,3.67,c5rlZvP6jhEKXMIin_LarQ,[],Stephanie,,2,0,,,2
2013-07,,2,,,,0,,user,,,,1.5,PjckkNn0mzg2pwPcptAw5w,[],Tyler,,0,1,,,5
2011-07,1,4,,,,1,,user,,,,4.0,tTzEc7BDZIZrIVv-OsXESw,[],Jack,,3,1,,,7
2013-09,,4,,,,0,,user,,,,5.0,h0yY9Cf1m7EutHXg3Jm75Q,[],Melanie,,2,1,,,7
2009-06,,4,,,,0,,user,,,,5.0,W0TrBPOR7hBFoZk4uu7o-Q,[],Chris,,0,0,,,2
2009-09,,3,,,,0,,user,,,,2.33,HC-naOFQhiOxxjRZP0oTQQ,[],George,,0,1,,,1
2007-05,,13,,,,1,,user,,,,3.36,pRu2bOdJPHgNXkddJT1Szw,[],Stacey,,19,9,,1,48
2013-06,,3,,,,0,,user,,,,2.33,tl929qB-_plFmBCUfd-5JA,[],Joe,,0,0,,,0
2009-01,1,42,,,2,1,2,user,3,,,3.09,UWKEwGi2vJTxxPDZpNcBgw,[],Miss,,13,18,2,1,56
2011-09,,4,,,,0,,user,,,,4.5,a2cMztfUdm34dJshChclHA,[],Megan,,0,0,,,0
2009-12,,7,,,,0,1,user,,,,3.83,tve9aUdKff_CWW-6fn1T1A,[],Shannon,,4,9,,,11
2011-07,,3,,,,0,,user,,,,5.0,KAJUZT_BNQYJRtcoO2Zcaw,[],Hallie,,0,0,,,2
2013-08,,10,,,,0,,user,,,,4.6,46j6ZzxyCUWyNQ7r7uAKNA,[],Kayla,,2,4,,,4
2014-05,,3,,,,0,,user,,,,3.0,TQjivobrNEGHJJtIWMFFJA,[],HC,,0,0,,,0
2011-09,,20,,,,0,,user,,,,3.36,sbFNQPK2ceJqDqPNu8IWog,[],Daniel,,2,1,,,8
2010-10,1,56,1,,2,0,1,user,,1,,4.36,tMkKUGwABdGWKwnLXaCYUg,[],Liss,,11,18,,,69
2014-05,,4,,,,0,,user,,,,2.0,x3CSyo7UzO3UM1frXSdc6Q,[],Katie,,0,3,,,1
2013-07,,1,,,,0,,user,,,,3.0,e11XzAd4zQYRJQdvkoxorg,[],Ronald,,0,0,,,0
2014-03,,1,,,,0,,user,,,,1.0,VA2KivB3OunhCXBA6_yQUw,[],C,,0,0,,,0
2009-08,,7,,,,4,1,user,,2,,3.71,OMvgpFHcB5u7MC7TMnAZrg,[],Vanessa,,9,6,,,16
2010-07,5,58,2,,,1,11,user,,1,,4.43,ULJ2Sf6xtqOpYbQmenORNw,[],Alex,,20,11,,1,55
2011-02,,8,,,,0,,user,,1,,4.0,qBHyGyiEqQa4x_Lniu56EQ,[],Kat,,1,0,,,4
2012-01,1,41,,1,1,1,1,user,,,,4.27,ya9mBIomukLoXSd3Upsk3w,[],Bruce,,10,18,,2,32
2013-04,,3,,,,0,,user,,,,3.0,_yOnF9JWUHxZCB8_djXweQ,[],Kendall,,0,0,,,2
2012-11,,6,,,,0,,user,,,,3.17,2W5yPrGu26l6iJpqsO_D_Q,[],Danny,,2,4,,1,3
2007-12,,21,,,,0,,user,,,,4.43,fD7DYdSCQFihIa97iR1d6w,[],Sean,,16,24,1,,36
2013-06,,4,,,,0,,user,,,,3.0,S77V3596_8wO51YKK5h7og,[],Marc,,0,0,,,1
2010-07,,10,,,,0,,user,,,,3.5,i0TuEgkY3pz06gravXwVdw,[],Rm,,2,1,,,10
2009-12,,10,1,,,0,,user,,,,3.2,WtfGMTVBVRBnJAMAWsjmEQ,[],Rakesh,,2,1,,,11
2007-07,,7,,,,0,,user,,,,3.67,hSmxdYPo6oRDabaDxP16ig,[],Koorosh,,0,10,,,6
2012-07,,4,,,,0,,user,,,,3.0,zHwwEwNKAyg9kFQlMNMPOQ,[],Karyn,,0,0,,,0
2010-10,,5,,,,0,,user,,,,3.8,ZCSyArQ0_8Jw0rJgC_TLKw,[],Tony,,1,2,,,3
2011-12,,2,,,,0,,user,,,,1.0,L1BEMVwcx1eQ0nqoONHOHA,[],Larry,,1,1,,,1
2010-06,,2,,,,0,,user,,,,3.0,-Nk6I9s4DxANLQjerla5pQ,[],Gaggandeep,,1,3,,,4
2009-08,,7,,,,1,,user,,,,2.86,kayT-HE7YM5VdDhygDwq8A,[],Renee,,1,6,,,23
2010-12,,9,,,,0,,user,,,,3.56,U0aEVkpQMx2AJ6P_77wp3g,[],Erica,,3,2,,,4
2013-07,,7,,,,1,,user,,,,3.71,OzIuzC_tZ5i7Pn3qFF6pEg,[],Anna,,1,0,,,1
2012-10,,5,,,,0,1,user,,,,3.2,HrjjHfDGTafXyKpQKNrYHg,[],Amy,,0,0,,,0
2009-09,3,42,1,,2,3,,user,,1,,4.0,9UNGbiE9k0fvMpCMJp0Gww,[],Mitch,,21,37,1,2,80
2011-07,,21,,,,1,,user,,,,3.39,kUKH7Mbah6TVgV_9LEnH0g,[],J Ann,,3,5,,,10
2010-10,1,18,,,,0,1,user,,,,3.83,49VPXkxl7kfnqcXm-1bfJA,[],Mark,,12,1,,1,32
2013-06,,3,,,,0,,user,,,,3.67,BCNa5gmFUgbu2HQxeKIjFA,[],Mike,,0,0,,,3
2014-02,,4,,,,0,,user,,,,4.0,YKDqgs8vVjJdGNhRNb6Imw,[],Sonia,,0,0,,,3
2013-06,,3,,,,0,,user,,,,3.67,vQ9Bv0wHvWgYBZoGSoiDeA,[],Lloyd,,1,10,,,1
2010-09,,2,,,,0,,user,1,,,2.5,we9YpLKy8Zn0AFMW3mnVTQ,[],Chris,,2,2,,,5
2013-02,,4,,,,0,,user,,,,1.75,qT4x0xE4EwywBRv8v-Ex9g,[],Marilee,,3,3,,,9
2013-02,,3,,,,0,,user,,,,3.67,DgrFEVnWQ99CKoTE56TdPQ,[],Alex,,1,0,,,6
2009-06,,3,,,,0,,user,,,,4.0,Gpf8U6USRj6GzKoleb477Q,[],Hieu,,3,1,,,2
2012-08,,1,,,,0,,user,,,,4.0,h0R9ECK6JEsXIKAO4Lkvrw,[],Yolanda,,0,0,,,0
2009-11,,4,,,,0,1,user,,,,4.0,FQc_h4qtlgkfndgnVCzT5A,[],Jake,,3,1,,,4
2012-05,,1,,,,0,,user,,,,3.0,wjWL47U6WjbljJfCEXADUw,[],Amy,,0,0,,,1
2014-04,,1,,,,0,,user,,,,5.0,ni5Kd1SopgvQkjUR7Vsqkg,[],Kyle,,1,1,,,2
2013-01,,1,,,,0,,user,,,,5.0,8No78tUiwE_BqmSm8yXDXg,[],Myriam,,0,0,,,0
2013-05,1,41,1,,,0,,user,2,1,,3.32,hCPF6c6pCpL-sCHh5FfHww,[],Carlesha,,7,14,,,30
2012-03,,1,,,,0,1,user,,,,5.0,QmyeW3lulJ10V9ZOkXTv6A,[],Gil,,0,0,,,2
2013-03,,1,,,,0,,user,,,,5.0,7bMIZyDWbNV-qJMAQ4YBdw,[],Maureen,,0,0,,,0
2010-05,,1,,,,0,,user,,,,5.0,4YCQ6Z6ekwDjRXrr9O_wjQ,[],Dashaneke,,0,0,,,3
2013-11,,10,,,,0,,user,,,,3.3,ehh697zs5Ao_RAGjdudA6Q,[],Raja,,0,0,,,3
2011-08,,20,,,,0,,user,,,,3.37,Q1pmHmYIOpaQhdAXceFXkg,[],Andrew,,3,3,,,17
2010-01,,1,,,,0,,user,,,,5.0,URpIxP5YHVx1gmNz0LkKrQ,[],Andrew,,0,0,,,0
2010-11,7,36,1,,1,2,9,user,6,13,,3.58,_jPl_Uf41IPC1cblsNYohQ,[],Lieu,,18,14,,2,58
2012-03,1,13,,,,0,,user,,,,3.77,US1WPu62EsCLOkaTUPdX6Q,[],A,,2,1,,,13
2014-07,,5,,,,0,,user,,,,5.0,-R1vXOCl0t4LO0nx0QNp2Q,[],Tyler,,0,0,,,1
2011-01,1,26,,,1,0,2,user,,,,4.12,nNZ-6IYmvjcF-AU0ybyxNA,[],Rosalie,,15,6,,,46
2011-02,,2,,,,0,,user,,,,4.0,6LQFKTpo7PQY9k_jtpGQIQ,[],Tanja,,2,1,,,5
2010-11,,4,,,,0,1,user,,,,3.25,f7t05lBTQCZrbk-ctHAB2w,[],Carol,,1,0,,,4
2011-02,,15,,,,0,,user,,,,5.0,7uPq-VyByxcdgLeboj5MSQ,[],Derniique,,8,1,,,9
2012-09,1,26,1,,1,4,2,user,2,1,,4.31,eWYpoDd9x6cnQpY9IicQGQ,[],Kasper,,19,0,,,27
2010-11,,13,,,,2,1,user,,1,,4.0,rewGoCe1bZLFQSCTIYNJEA,[],Antoinette,,7,20,,1,31
2009-08,3,70,,,,5,1,user,1,1,,2.12,khZL8GGgy1hjPWx7JqPODg,[],Cal,,27,103,,,152
2007-06,1,60,,,2,3,3,user,8,5,,4.27,xrS-aas8BP9n7C3heJPWog,[],Carlyna,,51,53,,2,125
2009-02,,8,,,,0,,user,,1,,4.38,cAz5WuhJ6rJEXphpwicyXg,[],Pam,,6,2,,,10
2011-09,,2,,,,0,11,user,,,,4.0,4z5j73f6kl5RXUrbKGJTNQ,[],Sheilah,,0,0,,,1
2012-01,,67,,,,0,,user,,,,3.57,c_isRJA87jaWtEsGxJgzNQ,[],Norm,,7,8,,1,33
2008-08,1,38,1,,,0,,user,1,,,3.03,VDaezKtIx13Qb0OMqxwt9w,[],Gina,,8,6,,,28
2011-04,,22,,,,0,,user,,,,3.32,m4MP1nM4h6fHFFo-NbHCtw,[],waseem,,5,7,,,18
2008-07,,3,,,,0,,user,,,,3.67,4l3d5x7NXY7RKb3xGpd1tQ,[],Bob,,0,0,,,1
2012-09,,12,,,,0,,user,,,,4.0,RDMDsQpD9F4rLepeDJu2Kw,[],Laura,,1,2,,,5
2013-01,,9,,,,0,,user,,,,4.44,mBT01_pSluWpCiStjIj6Pw,[],Nathalie,,3,4,,,8
2014-06,,7,,,,0,,user,,1,,4.67,LGLlewqdKZr5Hh2pNKZNiQ,[],Sveta Gafiia,,0,0,,,2
2013-08,,7,,,,0,,user,,,,4.17,Z3pbQ5yF0iDznPCJOfHchg,[],M,,1,3,,,4
2011-10,,1,,,,0,,user,,,,4.0,A1Szcmpydg0tJc5zVoX6Yw,[],Pinky,,0,0,,,0
2012-02,2,5,,,,0,,user,,,,5.0,xbWysu-JmbZh1udlvk8fVg,[],John,,2,0,,,8
2011-11,,2,,,,0,,user,,,,4.5,M0PKzwdyPSK-YY8TilBXgg,[],Joe,,0,0,,,1
2010-01,2,19,,,,1,,user,,1,,4.17,ORETyQoJ6SuOGpM-qhKX1A,[],Jesse,,2,4,,,9
2013-10,,18,,,,0,1,user,,,,3.83,nO1vS9eV00ksg9ISlEPM-g,[],DianaLee,,12,13,,,30
2012-08,,7,,,,0,,user,,,,3.57,r4A_6DgQIS_3sCYU3uRDxw,[],Rochelle,,0,1,,,11
2013-03,2,51,,1,,2,3,user,,2,,4.48,27-BetgNZTrJZvgGWo2Tlw,[],Serena,,24,12,,,66
2010-09,,3,,,,0,,user,,,,3.67,3PglRLjSOnhha69bGqo4rg,[],Michelle,,2,2,,,5
2012-08,,1,,,,0,,user,1,,,5.0,gmlkyFjYNlCdffghkUpFxg,[],Ehssanullah,,0,0,,,0
2014-04,,2,,,,0,,user,,,,4.5,HhYpzcZFasK_6kpl8LDu4A,[],David,,2,1,,,1
